pathway	pval	padj	log2err	ES	NES	size	Ontology_Source	GROUP
REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA	0.86117136659436	0.945052077924775	0.0562940749700968	-0.342061144343131	-0.622471469047218	9	REACTOME	Day_Day7_Day0
REACTOME_ACTIVATION_OF_RAC1	0.297826086956522	0.79505285884455	0.114750719227023	-0.628295123832762	-1.19309630665026	12	REACTOME	Day_Day7_Day0
REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS	0.0600858369098712	0.570889522202232	0.271288554688953	-0.854504327084953	-1.51779165167516	7	REACTOME	Day_Day7_Day0
REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS	0.465957446808511	0.841603613875069	0.0862865626267245	-0.622221584197998	-1.05216048238763	5	REACTOME	Day_Day7_Day0
REACTOME_ACTIVATION_OF_SMO	0.563157894736842	0.864416177429876	0.066436413766281	0.501019889891405	0.944425097204294	17	REACTOME	Day_Day7_Day0
REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.446296296296296	0.836728037219674	0.0810802057550866	0.609300811849023	1.08045770717103	10	REACTOME	Day_Day7_Day0
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.169779286926995	0.691574896585377	0.137250779610133	0.561195143562148	1.27782018353949	57	REACTOME	Day_Day7_Day0
REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE	0.357407407407407	0.809943594141707	0.0934449219410994	0.653944130161503	1.15962257353323	10	REACTOME	Day_Day7_Day0
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.0189620140824074	0.360331101709928	0.352487857583619	-0.76048743823218	-1.69006189931275	33	REACTOME	Day_Day7_Day0
REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS	0.861423220973783	0.945052077924775	0.0494904866135495	0.354022328983113	0.625872704203368	11	REACTOME	Day_Day7_Day0
REACTOME_ACYL_CHAIN_REMODELING_OF_CL	0.20995670995671	0.729761024882976	0.139599673451922	-0.756854132519021	-1.29111725698566	6	REACTOME	Day_Day7_Day0
REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG	0.05	0.55552490315758	0.276500599254472	0.906955376121963	1.55169258557791	6	REACTOME	Day_Day7_Day0
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.217993079584775	0.740154922538731	0.120433371642259	0.617937814459	1.23999963440824	25	REACTOME	Day_Day7_Day0
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.160493827160494	0.680683529057513	0.144630528034484	0.65219957345301	1.31788883519834	27	REACTOME	Day_Day7_Day0
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.214669051878354	0.73655863176793	0.12384217120105	0.679765089699835	1.26425409730822	16	REACTOME	Day_Day7_Day0
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.644943820224719	0.889901543883845	0.072003313661988	-0.453258085250888	-0.878321572759784	15	REACTOME	Day_Day7_Day0
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.762443438914027	0.914414752929489	0.0640703750499722	-0.376325081506212	-0.780655904229931	20	REACTOME	Day_Day7_Day0
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	0.647940074906367	0.890275738293359	0.0628003977812234	0.482302807450296	0.852658540524408	11	REACTOME	Day_Day7_Day0
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.594936708860759	0.866980767745424	0.0652353056017703	0.492079060170732	0.904624328657171	14	REACTOME	Day_Day7_Day0
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	0.112280701754386	0.627403634534365	0.175204047558551	0.670427430377003	1.37836789460634	32	REACTOME	Day_Day7_Day0
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION	0.378512396694215	0.815170017212822	0.0838361057159929	0.431918896067989	1.0546073970012	94	REACTOME	Day_Day7_Day0
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	0.540415704387991	0.855875738601288	0.0826646449123753	-0.444334401720492	-0.947029268211033	23	REACTOME	Day_Day7_Day0
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	0.664864864864865	0.891726962059443	0.0597317976364411	0.451638853738319	0.849543068042844	18	REACTOME	Day_Day7_Day0
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	0.70242214532872	0.90032564697159	0.0552495663125249	0.407576701183119	0.817873495738166	25	REACTOME	Day_Day7_Day0
REACTOME_ADRENOCEPTORS	0.0632911392405063	0.570889522202232	0.261663521711573	-0.843492158442651	-1.53201652393441	8	REACTOME	Day_Day7_Day0
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	0.11070110701107	0.62649399808146	0.181383128498408	0.776973378581096	1.38847524918851	12	REACTOME	Day_Day7_Day0
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	0.110912343470483	0.62649399808146	0.178219874951973	0.757264652112117	1.40839085985156	16	REACTOME	Day_Day7_Day0
REACTOME_AGGREPHAGY	0.628640776699029	0.885686399283259	0.077274697304471	-0.387048944073279	-0.879147098687842	39	REACTOME	Day_Day7_Day0
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.945750452079566	0.971349631922754	0.0436251240000606	0.2826737507195	0.519659487003795	14	REACTOME	Day_Day7_Day0
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS	0.177777777777778	0.705725667343302	0.140406238523342	0.744830947040531	1.32078986539878	10	REACTOME	Day_Day7_Day0
REACTOME_ALK_MUTANTS_BIND_TKIS	0.44280442804428	0.836728037219674	0.0813027345384498	0.598611259228798	1.06973667340135	12	REACTOME	Day_Day7_Day0
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM	0.0472727272727273	0.537942932979429	0.282013350011725	0.837511594735256	1.51843467294933	13	REACTOME	Day_Day7_Day0
REACTOME_ALPHA_OXIDATION_OF_PHYTANATE	0.694805194805195	0.897902282654643	0.066436413766281	-0.484070590367121	-0.82577588727973	6	REACTOME	Day_Day7_Day0
REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY	0.331460674157303	0.80547213012385	0.0985499803531691	0.664427686752526	1.17463538034412	11	REACTOME	Day_Day7_Day0
REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION	0.016170074149406	0.345330761629095	0.352487857583619	0.957557971461329	1.57210492333872	5	REACTOME	Day_Day7_Day0
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	0.275229357798165	0.780150125104254	0.12384217120105	-0.541419122809895	-1.16621292525824	24	REACTOME	Day_Day7_Day0
REACTOME_AMINO_ACIDS_REGULATE_MTORC1	0.876923076923077	0.948573435828919	0.0445070537769277	0.304963202476197	0.69265164041644	55	REACTOME	Day_Day7_Day0
REACTOME_AMINO_ACID_CONJUGATION	0.0584415584415584	0.570889522202232	0.276500599254472	-0.865318343401352	-1.47614632456757	6	REACTOME	Day_Day7_Day0
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.205217391304348	0.729761024882976	0.125033367555272	0.618872258217717	1.26977164298286	30	REACTOME	Day_Day7_Day0
REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY	0.537878787878788	0.855875738601288	0.0725351864394589	0.551004009778118	0.959171429254373	8	REACTOME	Day_Day7_Day0
REACTOME_AMYLOID_FIBER_FORMATION	0.258223684210526	0.762798209146147	0.105920292736253	0.476061851839377	1.16259000520222	89	REACTOME	Day_Day7_Day0
REACTOME_ANCHORING_FIBRIL_FORMATION	0.100538599640934	0.62649399808146	0.188204146308491	0.771348897536196	1.42745286152602	15	REACTOME	Day_Day7_Day0
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	0.184810126582278	0.719652995171645	0.163180127180689	-0.48059814514102	-1.22920918956239	98	REACTOME	Day_Day7_Day0
REACTOME_ANDROGEN_BIOSYNTHESIS	0.255681818181818	0.762798209146147	0.115734447701689	0.712840886314707	1.24089226144246	8	REACTOME	Day_Day7_Day0
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.636521739130435	0.885754868270332	0.0601186142531851	0.425987815561715	0.874020835922148	30	REACTOME	Day_Day7_Day0
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	0.216168717047452	0.737433325770191	0.122107920287081	0.611001454324072	1.22936529344894	26	REACTOME	Day_Day7_Day0
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.076158940397351	0.570889522202232	0.208955027549354	0.554704854686329	1.3607810250341	99	REACTOME	Day_Day7_Day0
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.0768025078369906	0.570889522202232	0.20207170902116	0.452912987860825	1.26060325581568	301	REACTOME	Day_Day7_Day0
REACTOME_ANTIMICROBIAL_PEPTIDES	0.171328671328671	0.691574896585377	0.13880510939114	0.642724303867323	1.30375692971682	28	REACTOME	Day_Day7_Day0
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.583126550868486	0.866980767745424	0.0824344091527096	-0.36333781636398	-0.902750222035826	80	REACTOME	Day_Day7_Day0
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	0.0248520835404076	0.39535100244383	0.352487857583619	0.577011854452167	1.45822756905724	125	REACTOME	Day_Day7_Day0
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.593533487297921	0.866980767745424	0.0776798560117236	-0.419086425746344	-0.90724232476226	26	REACTOME	Day_Day7_Day0
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.541284403669725	0.855875738601288	0.0822054920415869	-0.440646341196589	-0.949149073095545	24	REACTOME	Day_Day7_Day0
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.933333333333333	0.971012568049482	0.0568864160475701	-0.280940180558912	-0.690999911519984	72	REACTOME	Day_Day7_Day0
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	0.301234567901235	0.798681447887797	0.122679189568808	-0.443324514165714	-1.12242749845595	86	REACTOME	Day_Day7_Day0
REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.67910447761194	0.892384356113436	0.0603786357920401	0.455964281429002	0.793667492447281	7	REACTOME	Day_Day7_Day0
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION	0.153191489361702	0.676512548595342	0.16440575583821	-0.799660213244672	-1.35220457965659	5	REACTOME	Day_Day7_Day0
REACTOME_APOPTOSIS	0.433993399339934	0.836728037219674	0.0764767053228531	0.384709411533311	1.00773365411595	175	REACTOME	Day_Day7_Day0
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.521818181818182	0.852569184467445	0.072003313661988	0.541617231456665	0.981968952884282	13	REACTOME	Day_Day7_Day0
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.802850356294537	0.925742730620779	0.0639271933359996	-0.335798608873015	-0.753577614754236	36	REACTOME	Day_Day7_Day0
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.151851851851852	0.676512548595342	0.153158808683073	0.762003682949942	1.35124184331463	10	REACTOME	Day_Day7_Day0
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.814432989690722	0.929555566457476	0.0481183992657975	0.333500519913729	0.744075712643893	50	REACTOME	Day_Day7_Day0
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	0.608928571428571	0.874677711166166	0.0635007968065945	0.461719347975298	0.888859638705375	20	REACTOME	Day_Day7_Day0
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.506802721088435	0.849575744276205	0.070113215764256	0.436336029521626	0.959399166162979	45	REACTOME	Day_Day7_Day0
REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG	0.515037593984962	0.852381750554731	0.0743625384422526	0.608019988633564	0.99823848383866	5	REACTOME	Day_Day7_Day0
REACTOME_ARACHIDONIC_ACID_METABOLISM	0.0616438356164384	0.570889522202232	0.237793834423688	0.64501349837927	1.45072041317173	52	REACTOME	Day_Day7_Day0
REACTOME_ARMS_MEDIATED_ACTIVATION	0.815298507462687	0.929555566457476	0.0518457624865066	0.369607107581831	0.643351153177645	7	REACTOME	Day_Day7_Day0
REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING	0.382575757575758	0.815170017212822	0.0908241419007155	0.643010252483478	1.1193331662834	8	REACTOME	Day_Day7_Day0
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.345736434108527	0.808100600862359	0.0852884689790502	0.37790742883813	1.05443596887017	296	REACTOME	Day_Day7_Day0
REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM	0.848290598290598	0.94456006956007	0.0562940749700968	-0.342261644484019	-0.643142014345038	11	REACTOME	Day_Day7_Day0
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	0.0280961386603803	0.416734079059737	0.352487857583619	-0.742767269376915	-1.70408869690188	40	REACTOME	Day_Day7_Day0
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES	0.572710951526032	0.865561145573845	0.0667426134241917	0.509304838379266	0.942515962952311	15	REACTOME	Day_Day7_Day0
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	0.0107702899891987	0.275661514690973	0.380730400722792	0.682293744950218	1.55924990332906	60	REACTOME	Day_Day7_Day0
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	0.902777777777778	0.962674798601611	0.0571258510018113	-0.320488023365531	-0.635722921430163	17	REACTOME	Day_Day7_Day0
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	0.924528301886792	0.970891368892789	0.0422468188360053	0.288665510883558	0.653847590178207	54	REACTOME	Day_Day7_Day0
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.866101694915254	0.946217619041963	0.0446854397644147	0.320743506831627	0.684798269805923	39	REACTOME	Day_Day7_Day0
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS	0.879661016949153	0.948573435828919	0.0439759278026345	0.306843192029837	0.705871085269455	62	REACTOME	Day_Day7_Day0
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	0.0740740740740741	0.570889522202232	0.219250346703755	0.725252852365812	1.46550638137993	27	REACTOME	Day_Day7_Day0
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES	0.765217391304348	0.914414752929489	0.0619762736001998	-0.389689073555631	-0.739997139504999	12	REACTOME	Day_Day7_Day0
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES	0.768398268398268	0.914414752929489	0.0615706755421678	-0.397214090014558	-0.727664868396865	10	REACTOME	Day_Day7_Day0
REACTOME_ATTACHMENT_AND_ENTRY	0.18796992481203	0.723656635476221	0.137250779610133	0.806300577404319	1.32377270641246	5	REACTOME	Day_Day7_Day0
REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR	0.238197424892704	0.745903880328861	0.129442887745046	-0.71760036369146	-1.2746194568324	7	REACTOME	Day_Day7_Day0
REACTOME_ATTENUATION_PHASE	0.558875219683655	0.864278888084767	0.0668966276500666	0.458535554807237	0.922596325921972	26	REACTOME	Day_Day7_Day0
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	0.210616438356164	0.729761024882976	0.122107920287081	0.543666532356665	1.22615776202467	53	REACTOME	Day_Day7_Day0
REACTOME_AURKA_ACTIVATION_BY_TPX2	0.072289156626506	0.570889522202232	0.261663521711573	-0.581813558432982	-1.4322124650925	73	REACTOME	Day_Day7_Day0
REACTOME_AUTOPHAGY	0.299832495812395	0.798681447887797	0.0978773277424561	0.425049422500975	1.0931786088693	148	REACTOME	Day_Day7_Day0
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.590509666080844	0.866980767745424	0.0642140881844605	0.448145963232595	0.901691951301285	26	REACTOME	Day_Day7_Day0
REACTOME_BASE_EXCISION_REPAIR	0.485436893203884	0.843696896883896	0.0913924325943768	-0.382619754227296	-0.947019667634906	77	REACTOME	Day_Day7_Day0
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	0.796551724137931	0.922603371419788	0.0492917662312669	0.34282906884333	0.759822525693475	49	REACTOME	Day_Day7_Day0
REACTOME_BASIGIN_INTERACTIONS	0.558962264150943	0.864278888084767	0.0819778796501272	-0.43292577468443	-0.929834233440994	25	REACTOME	Day_Day7_Day0
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM	0.371824480369515	0.815170017212822	0.104343952581949	-0.505948185722523	-1.07834941031397	23	REACTOME	Day_Day7_Day0
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	0.926767676767677	0.970891368892789	0.059989249649033	-0.276752795533656	-0.740172752643936	141	REACTOME	Day_Day7_Day0
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE	0.517543859649123	0.852569184467445	0.070619624712259	0.52141917048549	0.982877847178236	17	REACTOME	Day_Day7_Day0
REACTOME_BETA_OXIDATION_OF_BUTANOYL_COA_TO_ACETYL_COA	0.93609022556391	0.971349631922754	0.0458620343117985	0.303672362199948	0.498564922359604	5	REACTOME	Day_Day7_Day0
REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA	0.772222222222222	0.914414752929489	0.0540088272801684	0.393995852414804	0.674079959208805	6	REACTOME	Day_Day7_Day0
REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA	0.894736842105263	0.957374562005563	0.047925896705813	0.362249298319655	0.594735694691385	5	REACTOME	Day_Day7_Day0
REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA	0.983082706766917	0.989314743787154	0.0436251240000606	0.24880688692643	0.408487573134278	5	REACTOME	Day_Day7_Day0
REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA	0.823308270676692	0.932126066800989	0.0517405459873163	0.404392838102204	0.663926352963443	5	REACTOME	Day_Day7_Day0
REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA	0.151843817787419	0.676512548595342	0.166933848713193	-0.746598947090534	-1.35863587861462	9	REACTOME	Day_Day7_Day0
