ID	cosineSimilarity	zscore	accession	comparison	comparisonsText	Description	PMID	Species	Tissue	ExpType	Perturbation	Effect	Type	foldChangeOnly	platform
GSE99306_10	0.113929443608014	1.77322835291253	GSE99306	10	X13del_PZvsWT_PZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE29107_1	0.108116689457356	1.69227962228968	GSE29107	1	p62_wild_typevsp62_empty_vector	p62P392L Paget’s disease of bone model	NA	Human	Bone	Disease Gene perturbation	Paget??s Disease p62	Overexpression	Microarray	TRUE	1C-Agilent
E-GEOD-1919_3	0.107666798318626	1.68601441380937	E-GEOD-1919	3	rheumatoid arthritis.steroids, disease modifying antirheumatic drugs and non-steroidal anti-inflammatory drugsvsrheumatoid arthritis.disease modifying antirheumatic drugs	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
E-MTAB-3428_4	0.1075803211084	1.68481012747382	E-MTAB-3428	4	KO-9PMvsWT-9PM	Bma1 knock out mouse cartilage	26657859	Mouse	Cartilage	Gene perturbation	Bmal1	Knockout	RNASeq	TRUE	RNASeq
GSE42235_4	0.105944608000293	1.66203109771742	GSE42235	4	passage: 8vspassage: 0	Dedifferentiating chondrocytes	23376013	Human	Cartilage	Culture	chondrocyte dedifferentiation		Microarray	FALSE	Illumina
GSE90890_1	0.105751485389708	1.659341661733	GSE90890	1	Cdc73fKOvsWT	Cdc73 knockout in osteoblasts	28384511	Mouse	Bone	Gene perturbation	Cdc73	Knockdown	RNASeq	FALSE	RNASeq
GSE80285_1	0.10532738835898	1.6534356634044	GSE80285	1	treated with 40ng/ml recombinant a-Klotho for 7 daysvsuntreated	human primary OA chondrocyte treated with exogenous a-Klotho or siRNAs	29920476	Human	Cartilage				Microarray	TRUE	Affy
E-MTAB-2923_4	0.105226711647653	1.6520336340438	E-MTAB-2923	4	osteoblastvsmesenchymal_stem_cell	Comprehensive Analysis of Hematopoietic Stem Cell Niche	26627594	Mouse	Bone	Tissue	Bone marrow cell types		RNASeq	TRUE	RNASeq
GSE114079_3	0.101604876835928	1.60159576536126	GSE114079	3	SMAD3KO_E13.5vsWT_E13.5	Smad4-/- forelimbs at E11.5-E14.5	29735531	Mouse	Embryo	Gene perturbation	Smad4	Knockout	RNASeq	TRUE	RNASeq
GSE114007_1	0.101215305195262	1.59617056949347	GSE114007	1	OAvsNonOA	Human osteoarthritic and nonOA cartilage	30081074	Human	Cartilage	Disease	Osteoarthritis		RNASeq	FALSE	RNASeq
GSE87605_2	0.10121207678389	1.59612561046103	GSE87605	2	Flat cell layervsRound cell layer	Three layers in the mouse growth plate	30843886	Mouse	Cartilage	Tissue	Round or Flat or Hypertrophic Cell layer.		Microarray	FALSE	Affy
GSE17348_1	0.100582815391692	1.58736248206988	GSE17348	1	conditioned medium of MDA-PCa2b cellsvsconditioned medium of PC-3 cells	Effects of prostate cancer cells on osteoblasts	19796718	Mouse	Bone	Culture	Prostate cell media		Microarray	TRUE	Affy
GSE104459_2	0.100531971821524	1.58665443174489	GSE104459	2	E11.5_Pitx_KOvsE11.5WT	E9.5 E11.5 and E12.5 wild type and Pitx1 KO mice	29273440	Mouse	Embryo	Gene perturbation	Pitx1	Knockout	RNASeq	FALSE	RNASeq
E-MTAB-3428_1	0.0996653289955345	1.57458551658884	E-MTAB-3428	1	KO-5AMvsWT-5AM	Bma1 knock out mouse cartilage	26657859	Mouse	Cartilage	Gene perturbation	Bmal1	Knockout	RNASeq	TRUE	RNASeq
GSE108035_3	0.0991767226394676	1.56778115788508	GSE108035	3	chondrocyte-like cells (ChiPS)vsprimary articular cartilage chondrocyte cell culture	Human induced pluripotent stem cells compared to mature chondrocytes	29864138	Human	Cell line	Tissue	hiPSCs mature chondrocytes articular cartilage		Microarray	FALSE	Affy-ST
E-GEOD-1919_5	0.0985792670965272	1.55946095948151	E-GEOD-1919	5	rheumatoid arthritis.steroids, disease modifying antirheumatic drugs and non-steroidal anti-inflammatory drugsvsnormal.none	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
GSE55235_2	0.0984813677437903	1.55809760776777	GSE55235	2	synovial tissue from rheumatoid arthritis jointvssynovial tissue from healthy joint	Rheumatoid arthritis  osteoarthritis and control synovial membrane	24690414	Human	Synovium	Disease	Rheumatoid arthritis	 Osteoarthritis	Microarray	FALSE	Affy
GSE62914_4	0.0980230943641683	1.55171566774465	GSE62914	4	iPSC-derived chondrocytes (passage 3)vsadult chondrocyte	iPSC generated chondrocytes	25911615	Human	Cartilage	Development	iPSC		Microarray	FALSE	Affy-ST
GSE23492_4	0.0978834897000503	1.54977152559508	GSE23492	4	Cell culture of isolated chondrocytes from articular cartilage, day 10 of differentiationvsNative articular cartilage	Porcine articular and growth plate cartilage	20950698	Pig	Cartilage	Tissue	articular and growth plate cartilage		Microarray	TRUE	Affy
GSE17570_1	0.0970262738949849	1.53783389164543	GSE17570	1	PDGFRa(+) Sca-1(+)vsPDGFRa(-) Sca-1(-)	Endosteal cell populations	20472830	Mouse	Bone	Tissue	Endosteal cell populations		Microarray	TRUE	Affy
GSE102292_2	0.0964106670817741	1.52926091766432	GSE102292	2	12 daysvs9 days	Mouse chondrocyte culture time course	NA	Mouse	Cartilage	Culture			Microarray	TRUE	Affy
E-MTAB-3428_3	0.0941714040470516	1.49807681878566	E-MTAB-3428	3	KO-9AMvsWT-9AM	Bma1 knock out mouse cartilage	26657859	Mouse	Cartilage	Gene perturbation	Bmal1	Knockout	RNASeq	TRUE	RNASeq
GSE23492_2	0.0936265347703118	1.49048893958687	GSE23492	2	Cell culture of isolated chondrocytes from growth plate cartilage, day 10 of differentiationvsNative growth plate cartilage	Porcine articular and growth plate cartilage	20950698	Pig	Cartilage	Tissue	articular and growth plate cartilage		Microarray	TRUE	Affy
E-MEXP-2019_3	0.0935295242675629	1.48913796604643	E-MEXP-2019	3	intermediate cell derived from monocytesvsmonocyte	Human osteoclastic differentiating from dendritic cells and monocytes	19775202	Human	Bone	Development	Osteoclast from monocytes or denricites		Microarray	FALSE	Affy
GSE99306_3	0.0935127282669433	1.48890406402779	GSE99306	3	X13del_LHZvsWT_LHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE104473_4	0.093430356056941	1.48775694414873	GSE104473	4	Mandibular Distraction_15_BCSPvsMandibular Fracture_15_BCSP	Mouse mandible during distraction osteogenesis	30356216	Mouse	Bone	Development			RNASeq	FALSE	RNASeq
GSE99306_13	0.0931998345111651	1.48454668855765	GSE99306	13	X13del_UHZvsWT_UHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE114521_2	0.0925336262920159	1.47526903664379	GSE114521	2	Sox9null_E12.5vsControl_E12.5	Sox9 knockout embryos	30021842	Mouse	Embryo	Gene perturbation	Sox9	Knockout	RNASeq	FALSE	RNASeq
GSE60162_1	0.0916255362040052	1.46262292466134	GSE60162	1	TBX5 overexpressionvsvector control	Osteoarthritis synovial fibroblasts transfected with TBX5	25320281	Human	Synovium	Gene perturbation	TBX5	Overexpression	Microarray	TRUE	Affy-ST
E-GEOD-43923_1	0.0916029098686358	1.4623078290837	E-GEOD-43923	1	osteophytic cartilagevsarticular cartilage	Osteophytic and articular osteoarthritic cartilage	26069671	Human	Cartilage	Disease	Osteoarthritis -  Osteophytic cartilage		Microarray	FALSE	Affy
GSE99306_9	0.0903587124454346	1.44498106806096	GSE99306	9	X13delChopKO_PZvsX13del_PZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
E-GEOD-14359_1	0.0900335601074265	1.44045297890759	E-GEOD-14359	1	conventional ostosarcoma tissuevsNon-neoplastic primary osteoblast cells with limited live span in vitro	Osteosarcoma and non-neoplastic osteoblast cells	21166698	Human	Bone	Tissue	Osteoblast vs osteosarcoma		Microarray	FALSE	Affy
E-GEOD-1919_7	0.0893378717554308	1.43076478505945	E-GEOD-1919	7	osteoarthritis.non-steroidal anti-inflammatory drugsvsnormal.none	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
GSE39340_3	0.087408804601185	1.40390049089268	GSE39340	3	ankylosing spondylitisvsosteoarthritis	Synovium from patients with RA  osteoarthritis or ankylosing spondylitis	NA	Human	Synovium	Disease	Rheumatoid arthritis	osteoarthritis or ankylosing spondylitis	Microarray	FALSE	Illumina
GSE29106_1	0.0866614284096805	1.39349248937877	GSE29106	1	Measles Virus Nucleocapsid ProteinvsEmpty Vector	MVNP Paget’s disease of bone model	28840181	Human	Bone	Gene perturbation	Measles Virus Nucleocapsid Protein	Overexpression	Microarray	TRUE	1C-Agilent
GSE16464_1	0.0862791352284749	1.38816865373352	GSE16464	1	monolayer chondrocytes from OAvsmonolayer chondrocytes from normal	3D and monolayer cultured chondrocytes	19723327	Human	Cartilage	Disease	Osteoarthritis	3D culture	Microarray	TRUE	Affy
GSE108035_2	0.0850083589903666	1.37047175468801	GSE108035	2	chondrocyte-like cells (ChiPS)vschondrocyte cell line:  HC-402-05a	Human induced pluripotent stem cells compared to mature chondrocytes	29864138	Human	Cell line	Tissue	hiPSCs mature chondrocytes articular cartilage		Microarray	FALSE	Affy-ST
GSE55235_3	0.0848677117614037	1.36851309372368	GSE55235	3	synovial tissue from osteoarthritic jointvssynovial tissue from healthy joint	Rheumatoid arthritis  osteoarthritis and control synovial membrane	24690414	Human	Synovium	Disease	Rheumatoid arthritis	 Osteoarthritis	Microarray	FALSE	Affy
E-MTAB-6857_1	0.0848417829522932	1.368152007717	E-MTAB-6857	1	FournucleivsTwonuclei	Mouse osteoclasts subtypes in bone	30936475	Mouse	Bone				RNASeq	TRUE	RNASeq
GSE84198_3	0.0839504512918973	1.35573927450948	GSE84198	3	WT proximal tibia PZvsWT proximal tibia HZ	Ezh2 knockout growth plate zones	27897169	Mouse	Cartilage	Gene perturbation	Ezh2	Knockout	Microarray	FALSE	Affy
GSE59642_3	0.082558954197138	1.33636121024482	GSE59642	3	degenerated cartilagevsosteoarthiritis	Synovial fluid and bone marrow mesenchymal stem cells	NA	Human	Synovium	Tissue	Synovial fluid and bone marrow mesenchymal stem cells		Microarray	TRUE	1C-Agilent
GSE47799_1	0.0822147721713385	1.3315681126237	GSE47799	1	meniscusvsarticular cartilage	Mouse embryonic meniscus articular cartilage and cruciate ligaments	24108661	Mouse	Cartilage Ligament Meniscus	Tissue	Cartilage Ligament Meniscus		Microarray	FALSE	Illumina
E-GEOD-1919_2	0.0820524245335174	1.3293072505847	E-GEOD-1919	2	rheumatoid arthritis.steroids, disease modifying antirheumatic drugs and non-steroidal anti-inflammatory drugsvsrheumatoid arthritis.non-steroidal anti-inflammatory drugs	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
GSE42235_1	0.0815500869690094	1.32231167032496	GSE42235	1	passage: 2vspassage: 0	Dedifferentiating chondrocytes	23376013	Human	Cartilage	Culture	chondrocyte dedifferentiation		Microarray	FALSE	Illumina
E-GEOD-2154_1	0.0802076865212303	1.3036173286379	E-GEOD-2154	1	X15vsX12	Chondrocyte differentiation	16135533	Mouse	Embryo	Development	Chondrocyte differentiation		Microarray	FALSE	Affy
GSE99306_8	0.0800206396805161	1.30101250415533	GSE99306	8	X13delChopKO_PZvsWT_PZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE99306_6	0.0792882305645812	1.29081293495028	GSE99306	6	X13delChopKO_pHZvsX13del_pHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE109503_4	0.078406141181966	1.27852891020609	GSE109503	4	Day3vsDay1	Mesenchymal Stem Cells During Chondrogenesis	29985644	Human	Cartilage	Differentiation	MSC differentiation		RNASeq	FALSE	RNASeq
E-GEOD-12860_4	0.0770807946628367	1.26007206245746	E-GEOD-12860	4	Chondrocytes stimulated with azathioprine (imurek) treated RASFvsNDSF stimulated chondrocytes	Human chondrocytes antirheumatic drug response	19192274	Human	Cartilage	Exogenous	Antirheumatic drugs		Microarray	TRUE	Affy
E-GEOD-19664_6	0.0763070334015575	1.24929662102603	E-GEOD-19664	6	Pooled_8_MSCs_d14vsPooled_7_MSCs_d7	Osteoarthritic chondrocytes and MSCs during chondrogenic differentiation	20883804	Human	Cartilage	Development	Timecourse		Microarray	TRUE	Affy
GSE99306_12	0.0753144784551273	1.23547424682879	GSE99306	12	X13delChopKO_UHZvsX13del_UHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE87605_3	0.0750386889072672	1.23163358657727	GSE87605	3	Hypertrophic cell layervsRound cell layer	Three layers in the mouse growth plate	30843886	Mouse	Cartilage	Tissue	Round or Flat or Hypertrophic Cell layer.		Microarray	FALSE	Affy
GSE42235_2	0.0745098178494569	1.22426849944589	GSE42235	2	passage: 4vspassage: 0	Dedifferentiating chondrocytes	23376013	Human	Cartilage	Culture	chondrocyte dedifferentiation		Microarray	FALSE	Illumina
GSE45233_1	0.0744819419713355	1.22388029845021	GSE45233	1	Knee meniscus, old, chondrosisvsKnee meniscus, young, chondrosis	Human Injured Meniscus with age and chondrosis	24692131	Human	Meniscus	Disease	Human Injured Meniscus		Microarray	FALSE	Illumina
GSE42235_3	0.0741628729217053	1.21943692550183	GSE42235	3	passage: 6vspassage: 0	Dedifferentiating chondrocytes	23376013	Human	Cartilage	Culture	chondrocyte dedifferentiation		Microarray	FALSE	Illumina
GSE114919_Rat_4	0.0739957456709506	1.21710950231302	GSE114919_Rat	4	Tibia_PZ_1wkvsTibia_HZ_1wk	Development of the proliferative zone or hypertrophic zone of rat growth plate	30036371	Rat	Cartilage	Development	Growth plate		RNASeq	FALSE	RNASeq
GSE99306_4	0.073467665681104	1.20975543163715	GSE99306	4	X13delChopKO_MHZvsX13del_MHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE44991_2	0.0732434988637828	1.20663367234034	GSE44991	2	cartilage tissue from the medial part of condylus humeri.affectedvscartilage tissue from the medial part of condylus humeri.non-affected	Porcine osteochondrosis cartilage	23922127	Pig	Cartilage	Disease	Osteochondrosis		Microarray	FALSE	Affy
E-GEOD-54461_3	0.0730029176139138	1.20328332476261	E-GEOD-54461	3	Day8vsDay2	Temporal gene expression across osteoblastogenesis	24945404	Mouse	Bone	Development	Osteoblast differentiation	NA	RNASeq	FALSE	RNASeq
GSE110281_3	0.0692716718198682	1.15132179278631	GSE110281	3	Lrg5PosvsLrg5Neg	e13.5 Sox-GFP forming digit e14.5 Lgr5-GFP interzone and e14.5 GFP- surrounding tissues in digit	NA	Mouse	Embryo	Tissue	E13.5 and E14.5		RNASeq	TRUE	RNASeq
GSE110303_2	0.069141023816389	1.1495023815802	GSE110303	2	KO_PlbvsWT_Plb	Estradiol Effects in Skeletally Mature (17-week old) Female WT and Estrogen Receptor Alpha Knockout Mice	28643917	Mouse	Cartilage	Gene perturbation	ESR1	Knockout	RNASeq	TRUE	RNASeq
E-GEOD-54461_4	0.0679081530668055	1.13233335643065	E-GEOD-54461	4	Day10vsDay2	Temporal gene expression across osteoblastogenesis	24945404	Mouse	Bone	Development	Osteoblast differentiation	NA	RNASeq	FALSE	RNASeq
E-GEOD-12860_7	0.0675658295243	1.12756614014901	E-GEOD-12860	7	Chondrocytes stimulated with sodium aurothiomalate (tauredon) treated RASFvsNDSF stimulated chondrocytes	Human chondrocytes antirheumatic drug response	19192274	Human	Cartilage	Exogenous	Antirheumatic drugs		Microarray	TRUE	Affy
E-GEOD-8488_3	0.0670980090115668	1.12105124623065	E-GEOD-8488	3	SB90vsDMSO	Mouse chondrocytes treated with MEK/ERK pathway inhibitors	20111593	Mouse	Cartilage				RNASeq	FALSE	Affy
GSE66635_1	0.0667937830346	1.11681457871992	GSE66635	1	injured meniscusvsnormal articular cartilage	Meniscus and Articular Cartilage from Knees Undergoing Arthroscopic Partial Meniscectomy	24692131	Human	Cartilage	Disease	Torn meniscus		Microarray	FALSE	Affy-ST
GSE13837_4	0.0663813580097347	1.11107112538013	GSE13837	4	TGF stimulated synovial fibroblasts (12h).rheumatoid arthritisvsTGF stimulated synovial fibroblasts (0h).rheumatoid arthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
22659600_1	0.0653548099366529	1.09677536105129	22659600	1	OAvsNonOA	Human hip osteoarthritis cartilage	22659600	Human	Cartilage	Disease	Osteoarthritis		Microarray	FALSE	Illumina
GSE98295_2	0.0653133439430527	1.0961979033679	GSE98295	2	miR-140 G/GvsmiR-140 WT	miR-140 mutations and knockout in mouse chondrocytes	30804514	Mouse	Cartilage				RNASeq	FALSE	RNASeq
GSE99414_1	0.0645821042558564	1.08601461969111	GSE99414	1	Il15ra nullvsCtrl	Primary murine pre-osteoblasts from control and Il15ra knockout mice	28602725	Mouse	Bone	Gene perturbation	Il15ra	Knockout	Microarray	FALSE	Affy-ST
GSE104473_3	0.0644994344657142	1.08486335569483	GSE104473	3	Mandibular Distraction_10_SSCvsMandibular Fracture_10_SSC	Mouse mandible during distraction osteogenesis	30356216	Mouse	Bone	Development			RNASeq	FALSE	RNASeq
GSE110051_3	0.0643934137891575	1.08338690598363	GSE110051	3	BonevsImmature_cartilage	Embryo bone immature cartilage and mature cartilage	NA	Mouse	Embryo	Development	bone immature cartilage and mature cartilage		RNASeq	FALSE	RNASeq
GSE13837_2	0.0642414162202915	1.08127017956814	GSE13837	2	TGF stimulated synovial fibroblasts (2h).rheumatoid arthritisvsTGF stimulated synovial fibroblasts (0h).rheumatoid arthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
E-GEOD-1919_9	0.0635864652731876	1.07214929703739	E-GEOD-1919	9	osteoarthritis.non-steroidal anti-inflammatory drugsvsosteoarthritis.none	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
E-GEOD-54461_5	0.0622371622255084	1.05335882936849	E-GEOD-54461	5	Day12vsDay2	Temporal gene expression across osteoblastogenesis	24945404	Mouse	Bone	Development	Osteoblast differentiation	NA	RNASeq	FALSE	RNASeq
E-MEXP-2019_1	0.0614674988285203	1.04264045501818	E-MEXP-2019	1	intermediate cell derived from dendritic cellsvsdendritic cell	Human osteoclastic differentiating from dendritic cells and monocytes	19775202	Human	Bone	Development	Osteoclast from monocytes or denricites		Microarray	FALSE	Affy
GSE37219_1	0.0613611310851291	1.04115917203536	GSE37219	1	NFATc1 fl/fl MxCre+vsNFATc1 fl/fl MxCre-	NFATc1-deficient osteoclasts	18846253	Mouse	Bone	Gene perturbation	NFATc1	Knockout	Microarray	TRUE	Affy
GSE77753_1	0.0613086795400229	1.04042872896388	GSE77753	1	EDS-HT/JHSvshealthy	Ehlers-Danlos Syndrome Hypermobility type/Joint Hypermobility Syndrome patients' skin fibroblasts	27518164	Human	Skin	Disease	Joint Hypermobility Syndrome		Microarray	FALSE	Affy-ST
GSE101909_1	0.0611609639347518	1.03837163340643	GSE101909	1	E14.5_Fgf8vsE14.5_Ctrl	Constitutively active FGF8 signaling in hard palate	29342370	Mouse	Embryo	Gene perturbation	Fgf8	Knockin	RNASeq	FALSE	RNASeq
GSE103416_2	0.0609103241933305	1.03488121072798	GSE103416	2	monosodium iodoacetate (MIA).14vsnaive.0	knee cartilage in MIA model of osteoarthritis	29134405	Rat	Cartilage	Disease Exogenous	MIA		Microarray	FALSE	Affy-ST
E-GEOD-54461_1	0.0608420524888873	1.03393045525667	E-GEOD-54461	1	Day4vsDay2	Temporal gene expression across osteoblastogenesis	24945404	Mouse	Bone	Development	Osteoblast differentiation	NA	RNASeq	FALSE	RNASeq
GSE89179_4	0.0603663790598328	1.02730620119827	GSE89179	4	siCon_MSC_ObvssiCon_MSC_Und	CHD1 knockdown in MSC and FOB cell lines	28475736	Human	Cell line	Gene perturbation	CHD1	Knockdown	RNASeq	TRUE	RNASeq
E-GEOD-8077_1	0.0598749942712539	1.02046314989214	E-GEOD-8077	1	contralateral osteoarthritis inductionvsipsilateral osteoarthritic induction	Rat model of surgically induced knee osteoarthritis	17530714	Rat	Cartilage	Disease	Surgically induced knee osteoarthritis		Microarray	FALSE	Affy
GSE47799_3	0.0592877405397374	1.01228502246963	GSE47799	3	cruciate ligamentvsarticular cartilage	Mouse embryonic meniscus articular cartilage and cruciate ligaments	24108661	Mouse	Cartilage Ligament Meniscus	Tissue	Cartilage Ligament Meniscus		Microarray	FALSE	Illumina
E-GEOD-54461_6	0.0586516212206291	1.00342639021514	E-GEOD-54461	6	Day14vsDay2	Temporal gene expression across osteoblastogenesis	24945404	Mouse	Bone	Development	Osteoblast differentiation	NA	RNASeq	FALSE	RNASeq
GSE19950_1	0.0586366985885909	1.00321857682931	GSE19950	1	prothrombin adherent cells from long bonevsosteopontin adherent cells from long bone	Prothrombin - and osteopontin- cells in bone	21195739	Rat	Bone	Tissue	 PT- and OPN- cells		Microarray	FALSE	Affy-ST
GSE105139_1	0.0586327862662239	1.00316409361512	GSE105139	1	AhsgHETvsAhsgWT	Mouse model of slipped capital femoral epiphysis (SCFE)	29088242	Mouse	Cartilage	Gene perturbation	Ahsg	Knockout	Microarray	FALSE	Affy-ST
