ID	cosineSimilarity	zscore	accession	comparison	comparisonsText	Description	PMID	Species	Tissue	ExpType	Perturbation	Effect	Type	foldChangeOnly	platform
E-MEXP-2291_2	0.0838219327587739	1.1864351534887	E-MEXP-2291	2	annulus fibrosusvsarticular cartilage	Bovine nucleus pulposus articular cartilage and annulus fibrosus 	20149220	Cow	Cartilage	Tissue	nucleus pulposus/articular cartilage/annulus fibrosus 		Microarray	TRUE	Affy
GSE104113_1	0.0835756570603004	1.18320599756611	GSE104113	1	chondrocyte.Adultvschondrocyte.Juvenile	Human Chondrocyte age	26955889	Human	Cartilage	Development	Age		Microarray	TRUE	Affy-ST
E-MTAB-1123_2	0.0810727960232941	1.15038859580401	E-MTAB-1123	2	mOL-AR knockout.12vsmOL-AR knockout.6	Mineralizing-osteoblast specific androgen receptor knockout	22525354	Mouse	Bone	Gene perturbation	AR	Knockout	Microarray	FALSE	Affy
GSE98295_2	0.0805781538855983	1.14390287025984	GSE98295	2	miR-140 G/GvsmiR-140 WT	miR-140 mutations and knockout in mouse chondrocytes	30804514	Mouse	Cartilage				RNASeq	FALSE	RNASeq
GSE5657_2	0.0792158797388368	1.12604079269205	GSE5657	2	Hyp femalevsNormal female	Effect of X-linked hypophosphatemia (the Hyp mutation) in mice	NA	Mouse	Bone	Disease Gene perturbation	X-linked hypophosphatemia PHEX		Microarray	FALSE	Affy
GSE97118_5	0.0791850243351272	1.12563621802126	GSE97118	5	Ezh2_cKO_D7vsWT_D7	Differentiation of Ezh2 deficient immature mouse chondrocytes	29280310	Mouse	Cartilage	Gene perturbation	Ezh2	Knockout	RNASeq	TRUE	RNASeq
E-GEOD-26475_3	0.0791545548190985	1.12523670309246	E-GEOD-26475	3	Murine knee joint_Operated (DMM)_7daysvsMurine knee joint_Operated (Sham)_7days	Mouse DMM model of OA	22307759	Mouse	Joint	Disease	Surgical destabilization of medial meniscus		Microarray	FALSE	Affy-ST
GSE104459_2	0.0786398186572422	1.11848750560392	GSE104459	2	E11.5_Pitx_KOvsE11.5WT	E9.5 E11.5 and E12.5 wild type and Pitx1 KO mice	29273440	Mouse	Embryo	Gene perturbation	Pitx1	Knockout	RNASeq	FALSE	RNASeq
GSE103416_2	0.0773936751272903	1.10214812747984	GSE103416	2	monosodium iodoacetate (MIA).14vsnaive.0	knee cartilage in MIA model of osteoarthritis	29134405	Rat	Cartilage	Disease Exogenous	MIA		Microarray	FALSE	Affy-ST
E-GEOD-1919_2	0.0771941063872136	1.09953139110278	E-GEOD-1919	2	rheumatoid arthritis.steroids, disease modifying antirheumatic drugs and non-steroidal anti-inflammatory drugsvsrheumatoid arthritis.non-steroidal anti-inflammatory drugs	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
GSE39340_3	0.07605791957543	1.08463376054008	GSE39340	3	ankylosing spondylitisvsosteoarthritis	Synovium from patients with RA  osteoarthritis or ankylosing spondylitis	NA	Human	Synovium	Disease	Rheumatoid arthritis	osteoarthritis or ankylosing spondylitis	Microarray	FALSE	Illumina
GSE110300_2	0.0759956231010872	1.08381693196005	GSE110300	2	KO_PlbvsWT_Plb	Estradiol Effects in Skeletally Immature (7-weeks old) Female WT and Estrogen Receptor Alpha Knockout Mice	28643917	Mouse	Cartilage	Gene perturbation	ESR1	Knockout	RNASeq	TRUE	RNASeq
E-MEXP-2019_3	0.0746263202118758	1.06586269383622	E-MEXP-2019	3	intermediate cell derived from monocytesvsmonocyte	Human osteoclastic differentiating from dendritic cells and monocytes	19775202	Human	Bone	Development	Osteoclast from monocytes or denricites		Microarray	FALSE	Affy
E-GEOD-1919_5	0.0743440786937289	1.06216195569774	E-GEOD-1919	5	rheumatoid arthritis.steroids, disease modifying antirheumatic drugs and non-steroidal anti-inflammatory drugsvsnormal.none	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
GSE7685_1	0.0736401654021355	1.05293227616126	GSE7685	1	Manually.microdissected.embryonic.tibiae..zone.I.of.growth.platevsManually.microdissected.embryonic.tibiae..zone.II.of.growth.plate	growth plate chondrocyte differentiation	20084171	Mouse	Cartilage				Microarray	FALSE	Affy
E-GEOD-8488_4	0.0724852102295789	1.03778855569312	E-GEOD-8488	4	TSAvsDMSO	Mouse chondrocytes treated with MEK/ERK pathway inhibitors	20111593	Mouse	Cartilage				RNASeq	FALSE	Affy
E-MEXP-3474_1	0.0722230630534882	1.03435129366724	E-MEXP-3474	1	Kashin-beck diseasevsprimary osteoarthritis	Human Kashin-beck disease and osteoarthritis cartilage	27053287	Human	Cartilage	Disease	Kashin-beck disease and osteoarthritis		Microarray	FALSE	2C-Agilent
E-GEOD-12860_6	0.0715774161617204	1.02588560055431	E-GEOD-12860	6	Chondrocytes stimulated with methylprednisolone (urbason) treated RASFvsNDSF stimulated chondrocytes	Human chondrocytes antirheumatic drug response	19192274	Human	Cartilage	Exogenous	Antirheumatic drugs		Microarray	TRUE	Affy
GSE44991_2	0.0704961611355347	1.01170823310283	GSE44991	2	cartilage tissue from the medial part of condylus humeri.affectedvscartilage tissue from the medial part of condylus humeri.non-affected	Porcine osteochondrosis cartilage	23922127	Pig	Cartilage	Disease	Osteochondrosis		Microarray	FALSE	Affy
GSE39796_1	0.0700786563275613	1.0062339287694	GSE39796	1	cartilage, superficial zonevscartilage, deep zone	Bovine cartilage zones	23124445	Cow	Cartilage	Tissue	cartilage zones		Microarray	TRUE	Affy
GSE17570_2	0.0689190708938942	0.991029496525067	GSE17570	2	PDGFRa(+) Sca-1(-)vsPDGFRa(-) Sca-1(-)	Endosteal cell populations	20472830	Mouse	Bone	Tissue	Endosteal cell populations		Microarray	TRUE	Affy
GSE84198_2	0.0682826995412333	0.982685423865266	GSE84198	2	Ezh2 KO proximal tibia HZvsWT proximal tibia HZ	Ezh2 knockout growth plate zones	27897169	Mouse	Cartilage	Gene perturbation	Ezh2	Knockout	Microarray	FALSE	Affy
GSE104793_1	0.0673921931941277	0.97100914454629	GSE104793	1	IL-1b treatedvsUntreated	Interleukin-1B effect on primary mouse articular chondrocytes	29247173	Mouse	Cartilage	Exogenous	IL1B		Microarray	FALSE	Affy-ST
GSE53982_1	0.067336857881054	0.970283590400886	GSE53982	1	differentiating MC3T3-E1 cells treated with control scramble shRNAvsproliferating MC3T3-E1 cells treated with control scramble shRNA	Runx2 knockdown in differentiating preosteoblasts	24655370	Mouse	Cell line	Gene perturbation	Runx2	Knockdown	Microarray	FALSE	Affy-ST
GSE110300_3	0.0667577440513159	0.962690275815894	GSE110300	3	KO_E2vsWT_E2	Estradiol Effects in Skeletally Immature (7-weeks old) Female WT and Estrogen Receptor Alpha Knockout Mice	28643917	Mouse	Cartilage	Gene perturbation	ESR1	Knockout	RNASeq	TRUE	RNASeq
E-GEOD-12860_3	0.0667354421836814	0.962397854726835	E-GEOD-12860	3	Chondrocytes stimulated with prioxicam treated RASFvsNDSF stimulated chondrocytes	Human chondrocytes antirheumatic drug response	19192274	Human	Cartilage	Exogenous	Antirheumatic drugs		Microarray	TRUE	Affy
GSE105139_2	0.0649981202194798	0.939618166982954	GSE105139	2	AhsgKOvsAhsgWT	Mouse model of slipped capital femoral epiphysis (SCFE)	29088242	Mouse	Cartilage	Gene perturbation	Ahsg	Knockout	Microarray	FALSE	Affy-ST
GSE23492_2	0.0644488566752408	0.932416248003813	GSE23492	2	Cell culture of isolated chondrocytes from growth plate cartilage, day 10 of differentiationvsNative growth plate cartilage	Porcine articular and growth plate cartilage	20950698	Pig	Cartilage	Tissue	articular and growth plate cartilage		Microarray	TRUE	Affy
GSE104473_1	0.0639060491638132	0.925298980237595	GSE104473	1	Mandibular Distraction_10_BCSPvsMandibular Fracture_10_BCSP	Mouse mandible during distraction osteogenesis	30356216	Mouse	Bone	Development			RNASeq	FALSE	RNASeq
GSE114079_2	0.0635986114824694	0.921267871136334	GSE114079	2	SMAD3KO_E12.5vsWT_E12.5	Smad4-/- forelimbs at E11.5-E14.5	29735531	Mouse	Embryo	Gene perturbation	Smad4	Knockout	RNASeq	TRUE	RNASeq
E-MTAB-1123_4	0.0627995973764992	0.910791233983287	E-MTAB-1123	4	mOL-AR knockout.6vswild type.6	Mineralizing-osteoblast specific androgen receptor knockout	22525354	Mouse	Bone	Gene perturbation	AR	Knockout	Microarray	FALSE	Affy
E-MEXP-2019_1	0.0627797751101638	0.910531325315349	E-MEXP-2019	1	intermediate cell derived from dendritic cellsvsdendritic cell	Human osteoclastic differentiating from dendritic cells and monocytes	19775202	Human	Bone	Development	Osteoclast from monocytes or denricites		Microarray	FALSE	Affy
GSE101909_1	0.0627396190897355	0.910004801374915	GSE101909	1	E14.5_Fgf8vsE14.5_Ctrl	Constitutively active FGF8 signaling in hard palate	29342370	Mouse	Embryo	Gene perturbation	Fgf8	Knockin	RNASeq	FALSE	RNASeq
GSE98295_1	0.0619598142945493	0.899780035844085	GSE98295	1	miR-140 WT/G heterovsmiR-140 WT	miR-140 mutations and knockout in mouse chondrocytes	30804514	Mouse	Cartilage				RNASeq	FALSE	RNASeq
GSE39796_3	0.0604202556280886	0.879593411598257	GSE39796	3	cartilage, superficial zonevscartilage, middle zone	Bovine cartilage zones	23124445	Cow	Cartilage	Tissue	cartilage zones		Microarray	TRUE	Affy
E-MTAB-5879_6	0.0602493822534813	0.877352927567372	E-MTAB-5879	6	InjuryRepair.Day28vsControl.Day0	Articular cartilage in a porcine model of early post-traumatic osteoarthritis	28671352	Pig	Cartilage	Disease	Anterior cruciate ligament (ACL) transection		RNASeq	FALSE	RNASeq
GSE110303_3	0.0593187896051981	0.865151038463654	GSE110303	3	KO_E2vsWT_E2	Estradiol Effects in Skeletally Mature (17-week old) Female WT and Estrogen Receptor Alpha Knockout Mice	28643917	Mouse	Cartilage	Gene perturbation	ESR1	Knockout	RNASeq	TRUE	RNASeq
E-GEOD-18647_4	0.0592361377854523	0.864067311506838	E-GEOD-18647	4	Cre.;Tgfbr2lox/lox.Intervertebral disc (IVD)vsCre.;Tgrbr2lox.lox.Vertebrae	Tgfbr2 knockout in embryonic intervertebral disc and vertebrae	20214815	Mouse	Cartilage	Gene perturbation	Tgfbr2	Knockout	Microarray	FALSE	Affy
GSE80285_1	0.0592118181299101	0.863748433273152	GSE80285	1	treated with 40ng/ml recombinant a-Klotho for 7 daysvsuntreated	human primary OA chondrocyte treated with exogenous a-Klotho or siRNAs	29920476	Human	Cartilage				Microarray	TRUE	Affy
E-GEOD-53105_1	0.0577419265933291	0.844475281312469	E-GEOD-53105	1	diaphysis_KOvsdiaphysis_WT	Osteoblast specific knockout of Dlx3 in mice	24948010	Mouse	Bone	Gene perturbation	Dlx3	Knockout	RNASeq	FALSE	RNASeq
E-GEOD-2154_2	0.0565247304274114	0.828515459728451	E-GEOD-2154	2	X12vsX9	Chondrocyte differentiation	16135533	Mouse	Embryo	Development	Chondrocyte differentiation		Microarray	FALSE	Affy
GSE108035_3	0.0556998934849473	0.817700234700438	GSE108035	3	chondrocyte-like cells (ChiPS)vsprimary articular cartilage chondrocyte cell culture	Human induced pluripotent stem cells compared to mature chondrocytes	29864138	Human	Cell line	Tissue	hiPSCs mature chondrocytes articular cartilage		Microarray	FALSE	Affy-ST
E-GEOD-54461_3	0.054940889322937	0.807748206139717	E-GEOD-54461	3	Day8vsDay2	Temporal gene expression across osteoblastogenesis	24945404	Mouse	Bone	Development	Osteoblast differentiation	NA	RNASeq	FALSE	RNASeq
GSE39795_3	0.0547977481524279	0.805871345526267	GSE39795	3	cartilage, superficial zonevscartilage, middle zone	Human cartilage zones	23124445	Human	Cartilage	Tissue	Superficial	middle and deep zones	Microarray	FALSE	Affy-ST
GSE89179_1	0.0545813657149086	0.803034148701777	GSE89179	1	siCon_FOB_ObvssiCon_FOB_Und	CHD1 knockdown in MSC and FOB cell lines	28475736	Human	Cell line	Gene perturbation	CHD1	Knockdown	RNASeq	TRUE	RNASeq
GSE17569_1	0.0543265777049589	0.799693379732563	GSE17569	1	ALCAM(+) Sca-1(-)vsALCAM(-) Sca-1(-)	Endosteal cell populations	20472830	Mouse	Bone	Tissue	Endosteal cell populations		Microarray	TRUE	Affy
GSE93698_12	0.0539878657304577	0.795252203500847	GSE93698	12	OsteoarthritisvsSystemic lupus erythematosus	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
