pathway	pval	padj	log2err	ES	NES	size	Ontology_Source	GROUP
REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.463028169014085	0.724881800885961	0.0764767053228531	-0.609068215892577	-1.03877201173827	7	REACTOME	Day0
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION	0.00417156420719961	0.36845681664251	0.407017918923954	-0.980097158695033	-1.55842720109408	5	REACTOME	Day0
REACTOME_APOPTOSIS	0.580786026200873	0.784996256475158	0.116739204791222	0.344128012923652	0.935438694308993	171	REACTOME	Day0
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.034277095863878	0.395141263637844	0.321775918075361	0.84823773465428	1.66413866073952	13	REACTOME	Day0
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.841095890410959	0.907728921339972	0.0686325631836726	0.322899194969666	0.722974940373205	35	REACTOME	Day0
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.482843137254902	0.742821025299373	0.0922597260527354	0.533904941088004	0.998466771734079	10	REACTOME	Day0
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.278787878787879	0.612538230342773	0.143758989039275	0.485131616998501	1.1591192345431	49	REACTOME	Day0
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	0.490322580645161	0.742821025299373	0.069119845655101	-0.515977876890623	-0.974250056335668	20	REACTOME	Day0
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.305343511450382	0.637058764971011	0.0913924325943768	-0.582952407453305	-1.16421531723516	44	REACTOME	Day0
REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG	0.886446886446886	0.93375682952971	0.0471642455670861	-0.380698210239325	-0.605338400363024	5	REACTOME	Day0
REACTOME_ARACHIDONIC_ACID_METABOLISM	0.00922168270113192	0.36845681664251	0.380730400722792	-0.826713897514728	-1.67054943990613	52	REACTOME	Day0
REACTOME_ARMS_MEDIATED_ACTIVATION	0.327188940092166	0.648945624473989	0.112378519110475	0.6535117947367	1.15681581972736	7	REACTOME	Day0
REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING	0.719424460431655	0.848986464323982	0.0697792517076235	0.441479217582718	0.792617843828461	8	REACTOME	Day0
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.294811320754717	0.630636337647487	0.0791316651768349	-0.452668653789609	-1.09653048669537	294	REACTOME	Day0
REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM	0.201680672268908	0.534564335929524	0.12384217120105	-0.730404352177673	-1.3018181227549	9	REACTOME	Day0
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	0.755832037325039	0.868376653780817	0.0469758727821845	-0.387430842610424	-0.769386247794021	41	REACTOME	Day0
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES	0.812658227848101	0.896761767947242	0.066436413766281	0.349332847613222	0.685348309122711	13	REACTOME	Day0
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	0.0862573099415205	0.43217287596547	0.183023938384487	-0.685266738359919	-1.40681077348398	59	REACTOME	Day0
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	0.493421052631579	0.743963975472662	0.0697792517076235	-0.529231896665592	-0.980442482174665	17	REACTOME	Day0
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	0.00236910612167903	0.342624550946206	0.431707695803346	0.722361100288034	1.74349743028397	54	REACTOME	Day0
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.313019390581717	0.63932828128139	0.128142916898415	0.48063366097309	1.09711747885462	38	REACTOME	Day0
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS	0.508005822416303	0.753873559633269	0.0623861492893626	-0.478841433934143	-0.986537414580939	63	REACTOME	Day0
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	0.517684887459807	0.759890954844121	0.0662842187012672	-0.506380945791876	-0.970361970712355	27	REACTOME	Day0
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES	0.651360544217687	0.819278847063722	0.0579754757571486	-0.479966201974929	-0.855599238566715	12	REACTOME	Day0
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES	0.570707070707071	0.779336383059375	0.0637845390312975	-0.513225250922541	-0.916369461695414	10	REACTOME	Day0
REACTOME_ATTACHMENT_AND_ENTRY	0.1996336996337	0.534477894879375	0.130777137971974	-0.809410735478533	-1.28702312402051	5	REACTOME	Day0
REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR	0.0475352112676056	0.404366909686059	0.276500599254472	-0.910079016570091	-1.5521489813713	7	REACTOME	Day0
REACTOME_ATTENUATION_PHASE	0.0284637640023745	0.395141263637844	0.352487857583619	-0.815008170682811	-1.55948198874831	26	REACTOME	Day0
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	0.969230769230769	0.981875658587987	0.0673623868166279	0.244187075697055	0.585412947658821	53	REACTOME	Day0
REACTOME_AURKA_ACTIVATION_BY_TPX2	0.680232558139535	0.826604978709466	0.048701086452153	-0.405172578458711	-0.847432406017209	73	REACTOME	Day0
REACTOME_AUTOPHAGY	0.563471502590674	0.779336383059375	0.0520570030732099	-0.412466971794944	-0.943566052150556	150	REACTOME	Day0
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.175609756097561	0.511605561884891	0.131457611642763	-0.696707481569549	-1.33046299127433	24	REACTOME	Day0
REACTOME_BASE_EXCISION_REPAIR	0.00265629618121703	0.343768997452504	0.431707695803346	0.678596400673499	1.68629506606238	78	REACTOME	Day0
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	0.0230397077612706	0.382908322442461	0.352487857583619	0.695125653674227	1.65276114314819	50	REACTOME	Day0
REACTOME_BASIGIN_INTERACTIONS	0.107317073170732	0.452444982295729	0.172324344900946	-0.749012319295986	-1.43034659048997	24	REACTOME	Day0
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM	0.455026455026455	0.720342593940963	0.10027910675413	0.479593527088483	1.00065701563508	23	REACTOME	Day0
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	0.248348745046235	0.584372122813338	0.0949751525905595	-0.510972544403484	-1.15998579709817	140	REACTOME	Day0
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE	0.106598984771574	0.452444982295729	0.219250346703755	0.717369670624698	1.46233925719056	17	REACTOME	Day0
REACTOME_BETA_OXIDATION_OF_BUTANOYL_COA_TO_ACETYL_COA	0.976190476190476	0.986278007706579	0.0427591434738678	-0.289904671728862	-0.460969937662158	5	REACTOME	Day0
REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA	0.743727598566308	0.861946985502594	0.0542315935495841	-0.43978289923081	-0.735392830258314	6	REACTOME	Day0
REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA	0.963369963369963	0.977851995499054	0.0433636987883266	-0.316593279888575	-0.503406804809919	5	REACTOME	Day0
REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA	0.441391941391941	0.715534117934953	0.0810802057550866	-0.668332071507354	-1.06269758090861	5	REACTOME	Day0
REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA	0.902930402930403	0.941107997148266	0.0463227785794633	-0.364994794087328	-0.580368803559014	5	REACTOME	Day0
REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA	0.196638655462185	0.532041408175406	0.12563992130984	-0.733694744516657	-1.3076826721173	9	REACTOME	Day0
REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS	0.785349233390119	0.883162461589323	0.0493910105981501	-0.406533498480005	-0.72442746875963	11	REACTOME	Day0
REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS	0.501228501228501	0.749742604497648	0.0902635484340068	0.548556051548692	0.999919674958469	9	REACTOME	Day0
REACTOME_BICARBONATE_TRANSPORTERS	0.139495798319328	0.485558169311854	0.152144922367565	-0.778875005977101	-1.38820859311524	9	REACTOME	Day0
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.0755007704160247	0.421881192969018	0.20207170902116	-0.734013319603729	-1.45590336970619	39	REACTOME	Day0
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	0.0203586871990095	0.382597734121365	0.352487857583619	-0.776962419305568	-1.54294427474782	41	REACTOME	Day0
REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS	0.147008547008547	0.485558169311854	0.149207542435322	-0.786553011259744	-1.36992895041973	8	REACTOME	Day0
REACTOME_BIOLOGICAL_OXIDATIONS	0.00342121443630113	0.36845681664251	0.431707695803346	-0.676878776313549	-1.5635958519384	183	REACTOME	Day0
REACTOME_BIOSYNTHESIS_OF_MARESINS	0.456221198156682	0.720446389139398	0.0919686140000427	0.586845410550462	1.03880612427613	7	REACTOME	Day0
REACTOME_BIOSYNTHESIS_OF_MARESIN_LIKE_SPMS	0.337837837837838	0.653986963661458	0.108820126769161	0.651154311723066	1.14192591924911	6	REACTOME	Day0
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS	0.167763157894737	0.503782254027646	0.135740943810425	-0.728968083131286	-1.35046901245817	17	REACTOME	Day0
