ID	cosineSimilarity	zscore	accession	comparison	comparisonsText	Description	PMID	Species	Tissue	ExpType	Perturbation	Effect	Type	foldChangeOnly	platform
GSE13837_17	0.0691783949433893	1.90765984255579	GSE13837	17	TNF stimulated synovial fibroblasts (1h).osteoarthritisvsTNF stimulated synovial fibroblasts (0h).osteoarthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
GSE93698_1	0.0683619963721681	1.88612229469696	GSE93698	1	diffuse systemic sclerosisvsMicrocrystalline arthritis	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
GSE13837_2	0.0679705609121426	1.87579577006656	GSE13837	2	TGF stimulated synovial fibroblasts (2h).rheumatoid arthritisvsTGF stimulated synovial fibroblasts (0h).rheumatoid arthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
GSE84609_1	0.0657976013917278	1.81847055991067	GSE84609	1	X100.ng.ml.rGDF11vsVehicle.control	GDF11 stimulation of RANKL-induced osteoclastogenesis	27653144	Mouse	Bone	Exogenous	GDF11		Microarray	FALSE	Affy-ST
E-MTAB-2450_2	0.0638480587919581	1.7670393490714	E-MTAB-2450	2	miR-195 transfection.rhBMP2vsmiR-195 transfection.none	Osteoblasts treated with miR-195 mimic and or rhBMP2 	25407900	Mouse	Bone	Gene perturbation	miR-195-5p	Overexpression	Microarray	FALSE	1C-Agilent
GSE52817_1	0.0616356038076123	1.70867220244648	GSE52817	1	dOB (osteoblasts)vsgingival fibroblasts	Characterisation of osteoblasts like cell reprogrammed from human fibroblasts	25918395	Human	Bone	Tissue	Cell type		Microarray	TRUE	Affy-ST
GSE112413_1	0.0603718850096669	1.67533382453858	GSE112413	1	Mutant_SkullvsWT_Skull	Constitutively active FGF8 signaling in embryonic skulls	29752281	Mouse	Embryo	Gene perturbation	Fgf8	Knockin	RNASeq	FALSE	RNASeq
GSE13837_14	0.0603270571270519	1.67415121263642	GSE13837	14	TNF stimulated synovial fibroblasts (2h).rheumatoid arthritisvsTNF stimulated synovial fibroblasts (0h).rheumatoid arthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
GSE13837_3	0.0592867065379107	1.64670554896987	GSE13837	3	TGF stimulated synovial fibroblasts (4h).rheumatoid arthritisvsTGF stimulated synovial fibroblasts (0h).rheumatoid arthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
GSE121892_1	0.0592460914044836	1.64563407431176	GSE121892	1	transfected.with.miR.320a.inhibitor..I.vstransfected.with.control.inhibitor..CI.	Human osteoblasts transfected with miR-320a	28933035	Human	Bone	Gene perturbation	miR320a	Overexpression	Microarray	FALSE	Affy-ST
GSE93698_10	0.0591627001411583	1.64343411538461	GSE93698	10	OsteoarthritisvsRheumatoid arthritis	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
GSE69531_2	0.058955812953663	1.63797618973514	GSE69531	2	ECM-PelletvsECM-Cell	in vitro chondrogenesis of human synovial stem cells on plastic and ECM	25861949	Human	Synovium	Culture Development	Plastic and ECM		Microarray	TRUE	Affy-ST
E-GEOD-54461_8	0.0584672643810751	1.62508770776764	E-GEOD-54461	8	Day18vsDay2	Temporal gene expression across osteoblastogenesis	24945404	Mouse	Bone	Development	Osteoblast differentiation	NA	RNASeq	FALSE	RNASeq
E-MTAB-1123_4	0.0583372108460288	1.62165674361116	E-MTAB-1123	4	mOL-AR knockout.6vswild type.6	Mineralizing-osteoblast specific androgen receptor knockout	22525354	Mouse	Bone	Gene perturbation	AR	Knockout	Microarray	FALSE	Affy
GSE60401_2	0.0582435091031194	1.61918478218998	GSE60401	2	SXR_VK2vsDsRed_VK2	SXR overexpression in ATDC5 cells	25749104	Mouse	Cell line	Gene perturbation	SXR	Overexpression	Microarray	TRUE	Affy-ST
GSE87605_2	0.0580900922779622	1.61513746715214	GSE87605	2	Flat cell layervsRound cell layer	Three layers in the mouse growth plate	30843886	Mouse	Cartilage	Tissue	Round or Flat or Hypertrophic Cell layer.		Microarray	FALSE	Affy
E-GEOD-8488_1	0.0579289414661231	1.61088612051237	E-GEOD-8488	1	LYvsDMSO	Mouse chondrocytes treated with MEK/ERK pathway inhibitors	20111593	Mouse	Cartilage				RNASeq	FALSE	Affy
GSE109503_5	0.0575224452401824	1.60016227528622	GSE109503	5	Day1vsDay0	Mesenchymal Stem Cells During Chondrogenesis	29985644	Human	Cartilage	Differentiation	MSC differentiation		RNASeq	FALSE	RNASeq
GSE108035_3	0.0572699221035116	1.5935004199949	GSE108035	3	chondrocyte-like cells (ChiPS)vsprimary articular cartilage chondrocyte cell culture	Human induced pluripotent stem cells compared to mature chondrocytes	29864138	Human	Cell line	Tissue	hiPSCs mature chondrocytes articular cartilage		Microarray	FALSE	Affy-ST
GSE13837_16	0.0557416696617413	1.55318333558874	GSE13837	16	TNF stimulated synovial fibroblasts (12h).rheumatoid arthritisvsTNF stimulated synovial fibroblasts (0h).rheumatoid arthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
GSE93698_11	0.0549971899803877	1.53354309204558	GSE93698	11	OsteoarthritisvsSeronegative arthritis	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
GSE103416_1	0.0546968473337124	1.52561970222737	GSE103416	1	monosodium iodoacetate (MIA).2vsnaive.0	knee cartilage in MIA model of osteoarthritis	29134405	Rat	Cartilage	Disease Exogenous	MIA		Microarray	FALSE	Affy-ST
GSE93698_6	0.0546616028909986	1.52468991266322	GSE93698	6	Microcrystalline arthritisvsOsteoarthritis	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
GSE13837_15	0.0545077085179347	1.52062999935383	GSE13837	15	TNF stimulated synovial fibroblasts (4h).rheumatoid arthritisvsTNF stimulated synovial fibroblasts (0h).rheumatoid arthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
E-GEOD-54461_7	0.0544720183557058	1.51968845118828	E-GEOD-54461	7	Day16vsDay2	Temporal gene expression across osteoblastogenesis	24945404	Mouse	Bone	Development	Osteoblast differentiation	NA	RNASeq	FALSE	RNASeq
GSE59642_3	0.0533613383423311	1.49038741516599	GSE59642	3	degenerated cartilagevsosteoarthiritis	Synovial fluid and bone marrow mesenchymal stem cells	NA	Human	Synovium	Tissue	Synovial fluid and bone marrow mesenchymal stem cells		Microarray	TRUE	1C-Agilent
GSE29745_3	0.0531287936904019	1.48425261563695	GSE29745	3	Gene expression of human amnion infected 5 genesvsGene expression of human amnion	Human amnion and chondrosarcoma	22833560	Human	Cartilage	Tissue	Amnion	chondrosarcoma	Microarray	TRUE	1C-Agilent
GSE104473_1	0.0524945001311286	1.46751921069118	GSE104473	1	Mandibular Distraction_10_BCSPvsMandibular Fracture_10_BCSP	Mouse mandible during distraction osteogenesis	30356216	Mouse	Bone	Development			RNASeq	FALSE	RNASeq
GSE69992_1	0.0515558662548417	1.44275695271441	GSE69992	1	MSX1 siRNAvscontrol siRNA	Role of MSX1 in Osteogenic Differentiation of Dental Pulp Cells	27648077	Human		Gene perturbation	MSX1	Knockdown	Microarray	FALSE	1C-Agilent
GSE10556_1	0.0513045888720904	1.43612796186653	GSE10556	1	chondrocyte Slc39a13 knockoutvschondrocyte wild type	Slc39a13 knockout chondrocytes	18985159	Mouse	Cartilage	Gene perturbation	Slc39a13	Knockout	Microarray	FALSE	Affy
E-MTAB-3186_1	0.0500527966998113	1.40310422227395	E-MTAB-3186	1	Day1vsControl	Synovium from a pig model of post-traumatic osteoarthritis	32107493	Pig	Synovium	Disease	unilateral ACL transection		RNASeq	FALSE	RNASeq
GSE80285_1	0.0495989217957931	1.39113047218202	GSE80285	1	treated with 40ng/ml recombinant a-Klotho for 7 daysvsuntreated	human primary OA chondrocyte treated with exogenous a-Klotho or siRNAs	29920476	Human	Cartilage				Microarray	TRUE	Affy
E-GEOD-14359_1	0.0485846658880509	1.36437321668926	E-GEOD-14359	1	conventional ostosarcoma tissuevsNon-neoplastic primary osteoblast cells with limited live span in vitro	Osteosarcoma and non-neoplastic osteoblast cells	21166698	Human	Bone	Tissue	Osteoblast vs osteosarcoma		Microarray	FALSE	Affy
GSE114919_3	0.0479015469912265	1.34635174231111	GSE114919	3	Tibia_PZ_4wkvsTibia_HZ_4wk	Development of the proliferative zone or hypertrophic zone of mouse growth plate	30036371	Mouse	Cartilage	Development	Growth plate		RNASeq	FALSE	RNASeq
GSE110300_2	0.047763060040241	1.34269829479195	GSE110300	2	KO_PlbvsWT_Plb	Estradiol Effects in Skeletally Immature (7-weeks old) Female WT and Estrogen Receptor Alpha Knockout Mice	28643917	Mouse	Cartilage	Gene perturbation	ESR1	Knockout	RNASeq	TRUE	RNASeq
GSE105139_1	0.0476278529137165	1.33913137287289	GSE105139	1	AhsgHETvsAhsgWT	Mouse model of slipped capital femoral epiphysis (SCFE)	29088242	Mouse	Cartilage	Gene perturbation	Ahsg	Knockout	Microarray	FALSE	Affy-ST
GSE114079_1	0.0474015582212824	1.33316145457525	GSE114079	1	SMAD3KO_E11.5vsWT_E11.5	Smad4-/- forelimbs at E11.5-E14.5	29735531	Mouse	Embryo	Gene perturbation	Smad4	Knockout	RNASeq	TRUE	RNASeq
GSE110300_3	0.0471274970907442	1.32593140184944	GSE110300	3	KO_E2vsWT_E2	Estradiol Effects in Skeletally Immature (7-weeks old) Female WT and Estrogen Receptor Alpha Knockout Mice	28643917	Mouse	Cartilage	Gene perturbation	ESR1	Knockout	RNASeq	TRUE	RNASeq
GSE55235_1	0.0468012825914978	1.31732548234219	GSE55235	1	synovial tissue from rheumatoid arthritis jointvssynovial tissue from osteoarthritic joint	Rheumatoid arthritis  osteoarthritis and control synovial membrane	24690414	Human	Synovium	Disease	Rheumatoid arthritis	 Osteoarthritis	Microarray	FALSE	Affy
E-GEOD-83930_1	0.0458977560746372	1.29348939751233	E-GEOD-83930	1	Pre-miR-17vsNC-Pre-miR	miR-17 transfected Rheumatoid arthritis Synovial Fibroblasts	27534557	Human	Synovium	Gene perturbation	MiR-17	Overexpression	RNASeq	TRUE	RNASeq
E-MTAB-5879_9	0.0448996311401187	1.26715769593412	E-MTAB-5879	9	InjuryRepair.Day7vsInjury.Day7	Articular cartilage in a porcine model of early post-traumatic osteoarthritis	28671352	Pig	Cartilage	Disease	Anterior cruciate ligament (ACL) transection		RNASeq	FALSE	RNASeq
GSE16464_1	0.0444797867353733	1.25608171016048	GSE16464	1	monolayer chondrocytes from OAvsmonolayer chondrocytes from normal	3D and monolayer cultured chondrocytes	19723327	Human	Cartilage	Disease	Osteoarthritis	3D culture	Microarray	TRUE	Affy
E-GEOD-12860_2	0.0440984833915841	1.24602248259066	E-GEOD-12860	2	Chondrocytes stimulated with prednisolone (solu-decortin) treated RASFvsNDSF stimulated chondrocytes	Human chondrocytes antirheumatic drug response	19192274	Human	Cartilage	Exogenous	Antirheumatic drugs		Microarray	TRUE	Affy
GSE52817_4	0.0440384898662771	1.24443978332088	GSE52817	4	osteoblasts (OB)vsgingival fibroblasts	Characterisation of osteoblasts like cell reprogrammed from human fibroblasts	25918395	Human	Bone	Tissue	Cell type		Microarray	TRUE	Affy-ST
GSE41997_1	0.0439216300676837	1.24135688534225	GSE41997	1	Estrogen Receptor alpha knock-outvscontrol	Estrogen Receptor alpha knockout osteocytes	24333171	Mouse	Bone	Gene perturbation	Esr1	Knockout	Microarray	FALSE	Affy
GSE69531_3	0.0439154552925755	1.24119398756278	GSE69531	3	ECM-PelletvsPlastic-Pellet	in vitro chondrogenesis of human synovial stem cells on plastic and ECM	25861949	Human	Synovium	Culture Development	Plastic and ECM		Microarray	TRUE	Affy-ST
GSE35955_1	0.0436157374169449	1.23328707993446	GSE35955	1	hMSC-old_elderlyvshMSC-C_middle-aged	Elderly and middle-aged MSCs	23028809	Human	Bone	Development	MSCs		Microarray	FALSE	Affy
E-MTAB-4294_1	0.0434834213014717	1.22979642626363	E-MTAB-4294	1	synovitisvsControl	Synovium from a preclinical model of post-traumatic knee osteoarthritis with corticosteroid treatment	26866935	Pig	Synovium	Disease Exogenous	unilateral ACL transection/treatment with triamcinolone acetonide		RNASeq	FALSE	RNASeq
E-MTAB-2923_2	0.0434161550058674	1.22802186281884	E-MTAB-2923	2	immature_osteoblastvsosteoprogenitor	Comprehensive Analysis of Hematopoietic Stem Cell Niche	26627594	Mouse	Bone	Tissue	Bone marrow cell types		RNASeq	TRUE	RNASeq
GSE60762_1	0.0425561622848179	1.20533425036977	GSE60762	1	OsteoarthriticvsHealthy	Osteoarthritic and healthy labrum cells	25371314	Human	Labrum	Disease	Osteoarthritis	Overexpression	Microarray	FALSE	Affy-ST
GSE125167_3	0.0425558727999395	1.20532661342056	GSE125167	3	PLZF_10_days_diffvsPLZF_2_days_diff	PLZF knockdown during osteogenic differentiation	30672466	Human	Bone				RNASeq	FALSE	RNASeq
GSE114079_2	0.0425419254743322	1.20495866668062	GSE114079	2	SMAD3KO_E12.5vsWT_E12.5	Smad4-/- forelimbs at E11.5-E14.5	29735531	Mouse	Embryo	Gene perturbation	Smad4	Knockout	RNASeq	TRUE	RNASeq
GSE60451_1	0.0420600703481669	1.19224676564767	GSE60451	1	TIMPlessvswild type	Quadruple Timp deficient mouse sternal cartilage	31371388	Mouse	Cartilage	Gene perturbation	TIMP1-4	Knockout	Microarray	FALSE	Affy-ST
GSE37219_1	0.0419295779535803	1.18880422386392	GSE37219	1	NFATc1 fl/fl MxCre+vsNFATc1 fl/fl MxCre-	NFATc1-deficient osteoclasts	18846253	Mouse	Bone	Gene perturbation	NFATc1	Knockout	Microarray	TRUE	Affy
GSE93698_5	0.0416651880603508	1.18182930967428	GSE93698	5	diffuse systemic sclerosisvsSystemic lupus erythematosus	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
GSE87605_3	0.0414617271374818	1.17646177288751	GSE87605	3	Hypertrophic cell layervsRound cell layer	Three layers in the mouse growth plate	30843886	Mouse	Cartilage	Tissue	Round or Flat or Hypertrophic Cell layer.		Microarray	FALSE	Affy
GSE42235_1	0.0411469474830042	1.16815751794111	GSE42235	1	passage: 2vspassage: 0	Dedifferentiating chondrocytes	23376013	Human	Cartilage	Culture	chondrocyte dedifferentiation		Microarray	FALSE	Illumina
GSE89179_6	0.0407997544672747	1.15899816066622	GSE89179	6	siCHD1_MSC_UndvssiCon_MSC_Und	CHD1 knockdown in MSC and FOB cell lines	28475736	Human	Cell line	Gene perturbation	CHD1	Knockdown	RNASeq	TRUE	RNASeq
GSE84907_1	0.0407553718242392	1.15782729470421	GSE84907	1	pH7.8vspH7.4	Osteoblast-like MC3T3 cell line viability at alkaline pH 	28955732	Mouse	Cell line	Culture	pH		Microarray	FALSE	Affy-ST
GSE100609_1	0.0407453268053083	1.15756229537228	GSE100609	1	normal - osteoporosis: Osteoporosisvsnormal - osteoporosis: Normal	Osteoclast precursor cells in osteoporosis	NA	Human	Bone	Disease	Osteoporosis		Microarray	FALSE	1C-Agilent
GSE121029_2	0.0405911146939549	1.15349399975569	GSE121029	2	Lentiviruses expressing mtDRBD DGCR8vsLentiviruses expressing Luc	Surgical OA in DGCR8 overexpressing mice	31350386	Mouse	Cartilage				RNASeq	FALSE	RNASeq
GSE93698_9	0.0405584851228171	1.15263319355788	GSE93698	9	Microcrystalline arthritisvsSystemic lupus erythematosus	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
E-GEOD-12860_6	0.0399509048660332	1.1366045167328	E-GEOD-12860	6	Chondrocytes stimulated with methylprednisolone (urbason) treated RASFvsNDSF stimulated chondrocytes	Human chondrocytes antirheumatic drug response	19192274	Human	Cartilage	Exogenous	Antirheumatic drugs		Microarray	TRUE	Affy
GSE103492_1	0.0397088670501475	1.13021927645061	GSE103492	1	WT_Wnt3avsWT	Wnt3a treated Lrp5/6KO osteoblasts	29176883	Mouse	Bone	Gene perturbation Exogenous	Lrp5/6 Wnt3a 	Knockout	RNASeq	FALSE	RNASeq
GSE42235_2	0.0395616066516827	1.1263343751396	GSE42235	2	passage: 4vspassage: 0	Dedifferentiating chondrocytes	23376013	Human	Cartilage	Culture	chondrocyte dedifferentiation		Microarray	FALSE	Illumina
GSE4481_2	0.0390386304584829	1.11253765232905	GSE4481	2	H.CNP at 10exp(-6) MvsH.vehicle: BSA/HCL 1.0 Mm	C-type natriuretic peptide (CNP) treated embryonic tibia	17374144	Mouse	Embryo	Exogenous	CNP		Microarray	FALSE	Affy
GSE109503_8	0.0389798468506334	1.11098687209498	GSE109503	8	Day7vsDay0	Mesenchymal Stem Cells During Chondrogenesis	29985644	Human	Cartilage	Differentiation	MSC differentiation		RNASeq	FALSE	RNASeq
E-MTAB-5879_10	0.0383734475059375	1.09498934911009	E-MTAB-5879	10	InjuryReconstruct.Day7vsInjury.Day7	Articular cartilage in a porcine model of early post-traumatic osteoarthritis	28671352	Pig	Cartilage	Disease	Anterior cruciate ligament (ACL) transection		RNASeq	FALSE	RNASeq
E-GEOD-54461_6	0.0381453026397206	1.08897062106706	E-GEOD-54461	6	Day14vsDay2	Temporal gene expression across osteoblastogenesis	24945404	Mouse	Bone	Development	Osteoblast differentiation	NA	RNASeq	FALSE	RNASeq
GSE55584_1	0.0380372755615155	1.08612074056885	GSE55584	1	rheumatoid arthritisvsosteoarthritis	Rheumatoid arthritis and osteoarthritis synovial membrane	24690414	Human	Synovium	Disease	Rheumatoid arthritis or  Osteoarthritis		Microarray	FALSE	Affy
GSE107849_1	0.0380093896135798	1.08538507669164	GSE107849	1	RORB_KOvsControl	RORB KO in MC3T3-E1 cells	29206307	Mouse	Cell line	Gene perturbation	RORB	Knockout	RNASeq	FALSE	RNASeq
GSE69459_3	0.0374793664383765	1.071402446265	GSE69459	3	FOP-iMSCs (+ActA)vsresFOP-iMSCs (+ActA)	FOP- or resFOP-iMSCs after chondrogenic differentiation	26621707	Human	Bone	Disease	Fibrodysplasia ossificans progressiva		Microarray	TRUE	Affy-ST
E-MTAB-3186_2	0.0364499645110072	1.04424562108398	E-MTAB-3186	2	Day5vsControl	Synovium from a pig model of post-traumatic osteoarthritis	32107493	Pig	Synovium	Disease	unilateral ACL transection		RNASeq	FALSE	RNASeq
GSE35957_1	0.0363157580798526	1.04070509867759	GSE35957	1	hMSC-senescentvshMSC-C_middle-aged	Senescent human MSCs	23028809	Human	Bone	Development	Senescence		Microarray	FALSE	Affy
E-MTAB-2923_4	0.0362998004080475	1.04028411665688	E-MTAB-2923	4	osteoblastvsmesenchymal_stem_cell	Comprehensive Analysis of Hematopoietic Stem Cell Niche	26627594	Mouse	Bone	Tissue	Bone marrow cell types		RNASeq	TRUE	RNASeq
E-GEOD-54461_4	0.0362815999092	1.03980396623918	E-GEOD-54461	4	Day10vsDay2	Temporal gene expression across osteoblastogenesis	24945404	Mouse	Bone	Development	Osteoblast differentiation	NA	RNASeq	FALSE	RNASeq
GSE29233_1	0.0360728940237798	1.03429806121422	GSE29233	1	TGFb treatedvsUntreated	TGF-beta treated bovine articular chondrocytes	22394585	Cow	Cartilage	Exogenous	TGF-Beta		Microarray	TRUE	Affy
E-MTAB-1123_1	0.0359022821184319	1.02979711987718	E-MTAB-1123	1	wild type.12vswild type.6	Mineralizing-osteoblast specific androgen receptor knockout	22525354	Mouse	Bone	Gene perturbation	AR	Knockout	Microarray	FALSE	Affy
GSE60761_2	0.0357023290037556	1.02452212316764	GSE60761	2	genotype: CalcrKO.treatment: Calcitoninvsgenotype: CalcrKO.treatment: untreated	Calcr knockout osteoclasts	25333900	Mouse	Bone	Gene perturbation	Calcr-/ w.o Calcitonin	Knockout	Microarray	FALSE	Affy
GSE121780_1	0.0355057167329525	1.01933526182157	GSE121780	1	Apert syndrome_mandibular bonevscontrol_mandibular bone	FGFR2-related craniosynostosis mouse models	31064775	Mouse	Cartilage	Disease	Apert craniosynostosis syndrome		RNASeq	FALSE	RNASeq
