ID	cosineSimilarity	zscore	accession	comparison	comparisonsText	Description	PMID	Species	Tissue	ExpType	Perturbation	Effect	Type	foldChangeOnly	platform
GSE52992_1	0.124680025189557	2.50987518881926	GSE52992	1	human TNF transgenic and knockout in Rsk2 gene (Rsk2-/y FLS)vshuman TNF transgenic without knockout (Rsk2+/y FLS)	hTNFtg and hTNFtg;Rsk2-/y primary synovial fibroblasts.	25414238	Mouse	Synovium	Gene perturbation	Rsk2	Knockout	Microarray	FALSE	Affy
E-MTAB-2923_2	0.123505960361427	2.48709835176329	E-MTAB-2923	2	immature_osteoblastvsosteoprogenitor	Comprehensive Analysis of Hematopoietic Stem Cell Niche	26627594	Mouse	Bone	Tissue	Bone marrow cell types		RNASeq	TRUE	RNASeq
GSE80285_1	0.118226919642761	2.38468505449052	GSE80285	1	treated with 40ng/ml recombinant a-Klotho for 7 daysvsuntreated	human primary OA chondrocyte treated with exogenous a-Klotho or siRNAs	29920476	Human	Cartilage				Microarray	TRUE	Affy
E-GEOD-54461_3	0.113671347315141	2.29630703130412	E-GEOD-54461	3	Day8vsDay2	Temporal gene expression across osteoblastogenesis	24945404	Mouse	Bone	Development	Osteoblast differentiation	NA	RNASeq	FALSE	RNASeq
E-MTAB-4152_3	0.110989428720071	2.24427785763869	E-MTAB-4152	3	direct co-culture with human umbilical vein endothelial cellsvsmonoculture	Osteoblasts co-cultured with human umbilical vein endothelial cells	26754918	Human	Bone	Culture	co-culture with human umbilical vein endothelial cells		Microarray	FALSE	Affy-ST
GSE69992_1	0.105126601882605	2.13053911990907	GSE69992	1	MSX1 siRNAvscontrol siRNA	Role of MSX1 in Osteogenic Differentiation of Dental Pulp Cells	27648077	Human		Gene perturbation	MSX1	Knockdown	Microarray	FALSE	1C-Agilent
E-GEOD-14359_1	0.100176841245373	2.03451385043588	E-GEOD-14359	1	conventional ostosarcoma tissuevsNon-neoplastic primary osteoblast cells with limited live span in vitro	Osteosarcoma and non-neoplastic osteoblast cells	21166698	Human	Bone	Tissue	Osteoblast vs osteosarcoma		Microarray	FALSE	Affy
GSE125167_7	0.0986294806746921	2.00449508252734	GSE125167	7	NaivePLZFvsNaiveControl	PLZF knockdown during osteogenic differentiation	30672466	Human	Bone				RNASeq	FALSE	RNASeq
E-GEOD-54461_2	0.0973726243914226	1.98011209269502	E-GEOD-54461	2	Day6vsDay2	Temporal gene expression across osteoblastogenesis	24945404	Mouse	Bone	Development	Osteoblast differentiation	NA	RNASeq	FALSE	RNASeq
GSE16464_1	0.0959631533437902	1.95276837911308	GSE16464	1	monolayer chondrocytes from OAvsmonolayer chondrocytes from normal	3D and monolayer cultured chondrocytes	19723327	Human	Cartilage	Disease	Osteoarthritis	3D culture	Microarray	TRUE	Affy
GSE109503_3	0.0907025017412275	1.85071183036989	GSE109503	3	Day7vsDay3	Mesenchymal Stem Cells During Chondrogenesis	29985644	Human	Cartilage	Differentiation	MSC differentiation		RNASeq	FALSE	RNASeq
GSE125167_5	0.0904807309828634	1.84640948155064	GSE125167	5	PLZF_10_days_diffvsControl_10_days_dif	PLZF knockdown during osteogenic differentiation	30672466	Human	Bone				RNASeq	FALSE	RNASeq
GSE59642_3	0.0904008618445754	1.84486002166989	GSE59642	3	degenerated cartilagevsosteoarthiritis	Synovial fluid and bone marrow mesenchymal stem cells	NA	Human	Synovium	Tissue	Synovial fluid and bone marrow mesenchymal stem cells		Microarray	TRUE	1C-Agilent
GSE10575_2	0.089254158120912	1.82261398956029	GSE10575	2	Osteocytes/-blasts in P2 from human bone chips of patients with OAvshealthy chondrocytes	Osteoarthritis chondroprogenitor cells	19341622	Human	Cartilage	Disease	Osteoarthritis		Microarray	FALSE	Affy
GSE42235_4	0.0882503051883445	1.80313926029031	GSE42235	4	passage: 8vspassage: 0	Dedifferentiating chondrocytes	23376013	Human	Cartilage	Culture	chondrocyte dedifferentiation		Microarray	FALSE	Illumina
GSE109503_5	0.0867758849031816	1.77453553264042	GSE109503	5	Day1vsDay0	Mesenchymal Stem Cells During Chondrogenesis	29985644	Human	Cartilage	Differentiation	MSC differentiation		RNASeq	FALSE	RNASeq
E-MTAB-1123_4	0.0865287919812392	1.76974193429226	E-MTAB-1123	4	mOL-AR knockout.6vswild type.6	Mineralizing-osteoblast specific androgen receptor knockout	22525354	Mouse	Bone	Gene perturbation	AR	Knockout	Microarray	FALSE	Affy
GSE99414_1	0.0859552218848044	1.75861468448999	GSE99414	1	Il15ra nullvsCtrl	Primary murine pre-osteoblasts from control and Il15ra knockout mice	28602725	Mouse	Bone	Gene perturbation	Il15ra	Knockout	Microarray	FALSE	Affy-ST
GSE39340_3	0.0828139575495901	1.69767421152921	GSE39340	3	ankylosing spondylitisvsosteoarthritis	Synovium from patients with RA  osteoarthritis or ankylosing spondylitis	NA	Human	Synovium	Disease	Rheumatoid arthritis	osteoarthritis or ankylosing spondylitis	Microarray	FALSE	Illumina
GSE103492_5	0.0818217417595359	1.67842524261971	GSE103492	5	Lrp6_KOvsLrp6_Ctl	Wnt3a treated Lrp5/6KO osteoblasts	29176883	Mouse	Bone	Gene perturbation Exogenous	Lrp5/6 Wnt3a 	Knockout	RNASeq	FALSE	RNASeq
GSE111946_2	0.0810914999932551	1.66425856517268	GSE111946	2	inhibitors of miR-218vsAnti-miR Negative Control	Modulation of microRNA-218 in fibroblast-like synovial cells	30157923	Human	Synovium	Gene perturbation	Mir-218	Overexpression Knockdown	Microarray	TRUE	1C-Agilent
GSE103416_1	0.0797456195497184	1.63814850819392	GSE103416	1	monosodium iodoacetate (MIA).2vsnaive.0	knee cartilage in MIA model of osteoarthritis	29134405	Rat	Cartilage	Disease Exogenous	MIA		Microarray	FALSE	Affy-ST
E-MTAB-4152_1	0.0788329492831646	1.62044272104397	E-MTAB-4152	1	direct co-culture with human umbilical vein endothelial cellsvsindirect co-culture with human umbilical vein endothelial cells	Osteoblasts co-cultured with human umbilical vein endothelial cells	26754918	Human	Bone	Culture	co-culture with human umbilical vein endothelial cells		Microarray	FALSE	Affy-ST
GSE108035_3	0.0782675746171609	1.6094744624482	GSE108035	3	chondrocyte-like cells (ChiPS)vsprimary articular cartilage chondrocyte cell culture	Human induced pluripotent stem cells compared to mature chondrocytes	29864138	Human	Cell line	Tissue	hiPSCs mature chondrocytes articular cartilage		Microarray	FALSE	Affy-ST
E-GEOD-1919_5	0.0782135611712935	1.60842660254653	E-GEOD-1919	5	rheumatoid arthritis.steroids, disease modifying antirheumatic drugs and non-steroidal anti-inflammatory drugsvsnormal.none	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
GSE93698_8	0.0773520288968854	1.59171289154653	GSE93698	8	Microcrystalline arthritisvsSeronegative arthritis	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
GSE42235_1	0.0771775112477774	1.58832725221735	GSE42235	1	passage: 2vspassage: 0	Dedifferentiating chondrocytes	23376013	Human	Cartilage	Culture	chondrocyte dedifferentiation		Microarray	FALSE	Illumina
GSE10575_1	0.0768943329812099	1.58283359881691	GSE10575	1	migratory cells only found in diseased OA tissue with stem cell characteristicsvshealthy chondrocytes	Osteoarthritis chondroprogenitor cells	19341622	Human	Cartilage	Disease	Osteoarthritis		Microarray	FALSE	Affy
GSE17563_1	0.0763750447460336	1.57275941617018	GSE17563	1	Differentiating precursorvsPrecursor	RANKL induced osteoclastogenesis	12215257	Mouse	Bone	Development	Osteoclast differentiation time course		Microarray	TRUE	Affy
GSE104473_6	0.0755552730106307	1.5568558588938	GSE104473	6	Mandibular Fracture_15_SSCvsMandibular Distraction_15_SSC	Mouse mandible during distraction osteogenesis	30356216	Mouse	Bone	Development			RNASeq	FALSE	RNASeq
GSE78980_8	0.0752434103017647	1.5508057278163	GSE78980	8	TO-/- 0g no treatmentvsTO+/+ 0g no treatment	PTHrP in Osteoblast Response to Microgravity	27463808	Mouse	Bone	Gene perturbation	PTHrP	Knockout	Microarray	TRUE	Illumina
GSE59642_2	0.0721144541632401	1.49010403365524	GSE59642	2	degenerated cartilagevsreference	Synovial fluid and bone marrow mesenchymal stem cells	NA	Human	Synovium	Tissue	Synovial fluid and bone marrow mesenchymal stem cells		Microarray	TRUE	1C-Agilent
E-MTAB-3186_1	0.071894008651269	1.48582739459275	E-MTAB-3186	1	Day1vsControl	Synovium from a pig model of post-traumatic osteoarthritis	32107493	Pig	Synovium	Disease	unilateral ACL transection		RNASeq	FALSE	RNASeq
GSE120308_2	0.071670659847842	1.48149443172697	GSE120308	2	P5 Xbp1 WT Matn3 MUTvsP5 Xbp1 KO Matn3 MUT	V194D Matn3 mutant Xbp1 WT and KO P5 mouse costochondral cells	31260448	Mouse	Cartilage	Gene perturbation	Matn3 Xbp1	Knockin	Microarray	TRUE	Affy
GSE104113_2	0.0711502732876489	1.4713989415942	GSE104113	2	Stem cells.Adultvschondrocyte.Juvenile	Human Chondrocyte age	26955889	Human	Cartilage	Development	Age		Microarray	TRUE	Affy-ST
E-GEOD-51812_1	0.0691848809477011	1.4332703647001	E-GEOD-51812	1	Chondrocyte_condensation_6wks_LCMvsArticular_chondrocytes_17wks	Chondrocyte subsets during development	24371811	Human	Cartilage	Development	Chondrocyte development		Microarray	FALSE	Affy
E-MTAB-2923_4	0.0690195648589295	1.43006323547992	E-MTAB-2923	4	osteoblastvsmesenchymal_stem_cell	Comprehensive Analysis of Hematopoietic Stem Cell Niche	26627594	Mouse	Bone	Tissue	Bone marrow cell types		RNASeq	TRUE	RNASeq
GSE112694_1	0.0687464986581798	1.42476575597883	GSE112694	1	Zfp384KO_3DayvsWT_3Days	Osteogenic differentiation of mouse Zfp384 knockout MSCs	30645175	Mouse	Bone	Gene perturbation	Zfp384	Knockout	RNASeq	FALSE	RNASeq
E-MTAB-3186_4	0.0686408925415729	1.42271699917049	E-MTAB-3186	4	Day14vsControl	Synovium from a pig model of post-traumatic osteoarthritis	32107493	Pig	Synovium	Disease	unilateral ACL transection		RNASeq	FALSE	RNASeq
GSE99306_3	0.0685866802813774	1.42166528227435	GSE99306	3	X13del_LHZvsWT_LHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE109503_4	0.0685627829349462	1.42120167417308	GSE109503	4	Day3vsDay1	Mesenchymal Stem Cells During Chondrogenesis	29985644	Human	Cartilage	Differentiation	MSC differentiation		RNASeq	FALSE	RNASeq
GSE22971_4	0.0683600020462801	1.41726772849262	GSE22971	4	MMP-8 KO arthritic mousevsMMP-8 KO control mouse	MMP-8 wild type and KO mice with or without arthritis	21190566	Mouse	Joint	Disease Gene perturbation	RA MMP8	Knockout	Microarray	FALSE	Affy
GSE111946_1	0.0674324092878855	1.39927244526291	GSE111946	1	synthetic precursor miR-218vsscrambled control	Modulation of microRNA-218 in fibroblast-like synovial cells	30157923	Human	Synovium	Gene perturbation	Mir-218	Overexpression Knockdown	Microarray	TRUE	1C-Agilent
GSE78980_5	0.0674075073055738	1.3987893472432	GSE78980	5	TO-/- 1g treatedvsTO-/- 1g no treatment	PTHrP in Osteoblast Response to Microgravity	27463808	Mouse	Bone	Gene perturbation	PTHrP	Knockout	Microarray	TRUE	Illumina
GSE87608_3	0.0666523278206023	1.38413887849132	GSE87608	3	Runx2HET_MS275vsRunx2HET_vehicle	HDAC inhibition in Heterozygous Runx2 Null Mice	28052439	Mouse	Bone	Gene perturbation Exogenous	Runx2 MS-275	Knockout	RNASeq	FALSE	RNASeq
E-GEOD-54461_1	0.0665370367733598	1.38190223419866	E-GEOD-54461	1	Day4vsDay2	Temporal gene expression across osteoblastogenesis	24945404	Mouse	Bone	Development	Osteoblast differentiation	NA	RNASeq	FALSE	RNASeq
GSE58203_8	0.0658798594322244	1.36915300531686	GSE58203	8	PDGF.12vsPDGF.0	Stimulation of RA synovial fibroblasts with IL1 or PDGF-D	24989895	Human	Synovium	Exogenous	IL1 or PDGF-D		Microarray	FALSE	Affy
GSE78980_10	0.0656587017198158	1.36486254957838	GSE78980	10	TO-/- 0g treatedvsTO+/+ 0g treated	PTHrP in Osteoblast Response to Microgravity	27463808	Mouse	Bone	Gene perturbation	PTHrP	Knockout	Microarray	TRUE	Illumina
GSE110051_2	0.0654920550306202	1.36162960673333	GSE110051	2	BonevsMature_cartilage	Embryo bone immature cartilage and mature cartilage	NA	Mouse	Embryo	Development	bone immature cartilage and mature cartilage		RNASeq	FALSE	RNASeq
GSE99306_6	0.065014290793484	1.35236098891966	GSE99306	6	X13delChopKO_pHZvsX13del_pHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
E-GEOD-51812_2	0.0649770941097715	1.35163937390859	E-GEOD-51812	2	Remaining limb cells_6wks_LCMvsArticular_chondrocytes_17wks	Chondrocyte subsets during development	24371811	Human	Cartilage	Development	Chondrocyte development		Microarray	FALSE	Affy
E-MTAB-2923_3	0.0639445867613043	1.33160874947317	E-MTAB-2923	3	osteoblastvsosteoprogenitor	Comprehensive Analysis of Hematopoietic Stem Cell Niche	26627594	Mouse	Bone	Tissue	Bone marrow cell types		RNASeq	TRUE	RNASeq
GSE23492_2	0.0628312069036028	1.31000919977825	GSE23492	2	Cell culture of isolated chondrocytes from growth plate cartilage, day 10 of differentiationvsNative growth plate cartilage	Porcine articular and growth plate cartilage	20950698	Pig	Cartilage	Tissue	articular and growth plate cartilage		Microarray	TRUE	Affy
E-MTAB-3010_1	0.0624374479208396	1.30237028242477	E-MTAB-3010	1	DMEM-F12 + MIMIC miR450a-5pvsDMEM-F12	miR450a-5p in osteoblast differentiation	28407302	Human	Bone	Gene perturbation	miR450a-5p	Overexpression	Microarray	TRUE	1C-Agilent
GSE93698_10	0.0607892378007984	1.27039503502898	GSE93698	10	OsteoarthritisvsRheumatoid arthritis	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
GSE42235_3	0.0602902156275374	1.26071401362765	GSE42235	3	passage: 6vspassage: 0	Dedifferentiating chondrocytes	23376013	Human	Cartilage	Culture	chondrocyte dedifferentiation		Microarray	FALSE	Illumina
GSE93698_1	0.0600512357929089	1.25607780903096	GSE93698	1	diffuse systemic sclerosisvsMicrocrystalline arthritis	Systemic sclerosis tenosynovial biopsies	30608617	Human	Synovium	Disease	tenosynovitis RA Osteoarthritis		Microarray	FALSE	Affy
GSE60762_1	0.0594021488607789	1.24348553394184	GSE60762	1	OsteoarthriticvsHealthy	Osteoarthritic and healthy labrum cells	25371314	Human	Labrum	Disease	Osteoarthritis	Overexpression	Microarray	FALSE	Affy-ST
E-MTAB-3428_3	0.0589886242785601	1.23546316430589	E-MTAB-3428	3	KO-9AMvsWT-9AM	Bma1 knock out mouse cartilage	26657859	Mouse	Cartilage	Gene perturbation	Bmal1	Knockout	RNASeq	TRUE	RNASeq
E-GEOD-83930_1	0.0586337233035539	1.22857809162077	E-GEOD-83930	1	Pre-miR-17vsNC-Pre-miR	miR-17 transfected Rheumatoid arthritis Synovial Fibroblasts	27534557	Human	Synovium	Gene perturbation	MiR-17	Overexpression	RNASeq	TRUE	RNASeq
E-GEOD-1919_2	0.058205651373348	1.22027350368924	E-GEOD-1919	2	rheumatoid arthritis.steroids, disease modifying antirheumatic drugs and non-steroidal anti-inflammatory drugsvsrheumatoid arthritis.non-steroidal anti-inflammatory drugs	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
E-GEOD-1919_4	0.0578833856258412	1.21402155384472	E-GEOD-1919	4	rheumatoid arthritis.disease modifying antirheumatic drugsvsnormal.none	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
GSE98295_2	0.0577796445101594	1.21200897802159	GSE98295	2	miR-140 G/GvsmiR-140 WT	miR-140 mutations and knockout in mouse chondrocytes	30804514	Mouse	Cartilage				RNASeq	FALSE	RNASeq
GSE24742_3	0.0574491309835722	1.2055970214077	GSE24742	3	EULAR Poor-responder.12 weeks of RTX therapyvsEULAR Poor-responder.baseline	Effects of rituximab in synovium from anti-TNF resistant RA patients	21337318	Human	Synovium	Exogenous	rituximab		Microarray	FALSE	Affy
GSE80285_2	0.0574277737024186	1.20518269052823	GSE80285	2	transfected with siRNA against a-Klothovstransfected with siRNA control	human primary OA chondrocyte treated with exogenous a-Klotho or siRNAs	29920476	Human	Cartilage				Microarray	TRUE	Affy
E-MEXP-3474_1	0.056761246161522	1.19225206793519	E-MEXP-3474	1	Kashin-beck diseasevsprimary osteoarthritis	Human Kashin-beck disease and osteoarthritis cartilage	27053287	Human	Cartilage	Disease	Kashin-beck disease and osteoarthritis		Microarray	FALSE	2C-Agilent
GSE55584_1	0.056674187145421	1.19056312455108	GSE55584	1	rheumatoid arthritisvsosteoarthritis	Rheumatoid arthritis and osteoarthritis synovial membrane	24690414	Human	Synovium	Disease	Rheumatoid arthritis or  Osteoarthritis		Microarray	FALSE	Affy
GSE99306_8	0.0564591547819604	1.18639150047467	GSE99306	8	X13delChopKO_PZvsWT_PZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE114919_Rat_4	0.0563823197423679	1.18490090205535	GSE114919_Rat	4	Tibia_PZ_1wkvsTibia_HZ_1wk	Development of the proliferative zone or hypertrophic zone of rat growth plate	30036371	Rat	Cartilage	Development	Growth plate		RNASeq	FALSE	RNASeq
GSE114079_2	0.0554359252028998	1.16654086460287	GSE114079	2	SMAD3KO_E12.5vsWT_E12.5	Smad4-/- forelimbs at E11.5-E14.5	29735531	Mouse	Embryo	Gene perturbation	Smad4	Knockout	RNASeq	TRUE	RNASeq
GSE13837_17	0.0549124335017571	1.15638513479018	GSE13837	17	TNF stimulated synovial fibroblasts (1h).osteoarthritisvsTNF stimulated synovial fibroblasts (0h).osteoarthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
E-MTAB-3010_2	0.0549114237662204	1.15636554593849	E-MTAB-3010	2	DMEM + beta-glycerol phosphate, ascorbic acid and dexamethasone for 7 days + MIMIC miR28-5pvsDMEM + beta-glycerol phosphate, ascorbic acid and dexamethasone for 7 days	miR450a-5p in osteoblast differentiation	28407302	Human	Bone	Gene perturbation	miR450a-5p	Overexpression	Microarray	TRUE	1C-Agilent
E-GEOD-1919_3	0.0548968916641963	1.15608362341432	E-GEOD-1919	3	rheumatoid arthritis.steroids, disease modifying antirheumatic drugs and non-steroidal anti-inflammatory drugsvsrheumatoid arthritis.disease modifying antirheumatic drugs	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
GSE37219_1	0.0543213028143248	1.14491720983082	GSE37219	1	NFATc1 fl/fl MxCre+vsNFATc1 fl/fl MxCre-	NFATc1-deficient osteoclasts	18846253	Mouse	Bone	Gene perturbation	NFATc1	Knockout	Microarray	TRUE	Affy
GSE104459_2	0.0537909365687499	1.13462811397682	GSE104459	2	E11.5_Pitx_KOvsE11.5WT	E9.5 E11.5 and E12.5 wild type and Pitx1 KO mice	29273440	Mouse	Embryo	Gene perturbation	Pitx1	Knockout	RNASeq	FALSE	RNASeq
E-GEOD-12860_3	0.0534137494738935	1.12731069095782	E-GEOD-12860	3	Chondrocytes stimulated with prioxicam treated RASFvsNDSF stimulated chondrocytes	Human chondrocytes antirheumatic drug response	19192274	Human	Cartilage	Exogenous	Antirheumatic drugs		Microarray	TRUE	Affy
GSE29745_3	0.0533674936475106	1.12641332873798	GSE29745	3	Gene expression of human amnion infected 5 genesvsGene expression of human amnion	Human amnion and chondrosarcoma	22833560	Human	Cartilage	Tissue	Amnion	chondrosarcoma	Microarray	TRUE	1C-Agilent
GSE125167_1	0.0530243478871773	1.11975630701116	GSE125167	1	Control_10_days_difvsControl_2_days_dif	PLZF knockdown during osteogenic differentiation	30672466	Human	Bone				RNASeq	FALSE	RNASeq
GSE110281_2	0.05241147253434	1.10786653592465	GSE110281	2	Sox9PosvsLrg5Neg	e13.5 Sox-GFP forming digit e14.5 Lgr5-GFP interzone and e14.5 GFP- surrounding tissues in digit	NA	Mouse	Embryo	Tissue	E13.5 and E14.5		RNASeq	TRUE	RNASeq
GSE99306_5	0.05239168573492	1.10748267236325	GSE99306	5	X13delChopKO_pHZvsWT_pHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
E-MTAB-1123_2	0.0520129438774489	1.10013508697682	E-MTAB-1123	2	mOL-AR knockout.12vsmOL-AR knockout.6	Mineralizing-osteoblast specific androgen receptor knockout	22525354	Mouse	Bone	Gene perturbation	AR	Knockout	Microarray	FALSE	Affy
GSE30628_1	0.0519662982069763	1.09923016178848	GSE30628	1	Col10a1 p.Asn617Lysvswild type	MCDS cartilage model	21935428	Mouse	Cartilage	Gene perturbation	Col10a1	Knockin	Microarray	FALSE	1C-Agilent
GSE104828_1	0.0518215070619921	1.09642121611748	GSE104828	1	Tet2KOvsWT	Tet2 knockout in osteoclast differentiation	29908294	Mouse	Bone	Gene perturbation	Tet2	Knockout	RNASeq	TRUE	RNASeq
24361742_1	0.0518056370910197	1.0961133389592	24361742	1	damagedvsundamaged	Human cartilage osteoarthritic damage	24361742	Human	Cartilage	Disease	Osteoarthritis		Microarray	FALSE	2C-Agilent
GSE7685_2	0.0517358059656894	1.09475861635362	GSE7685	2	Manually.microdissected.embryonic.tibiae..zone.II.of.growth.platevsManually.microdissected.embryonic.tibiae..zone.III.of.growth.plate	growth plate chondrocyte differentiation	20084171	Mouse	Cartilage				Microarray	FALSE	Affy
GSE33754_1	0.0516616471986181	1.09331993757423	GSE33754	1	age: 8 weeks.strain: Str/ortvsage: 8 weeks.strain: CBA	Model of natural OA onset in OA-prone Str/ort mice	22833266	Mouse	Cartilage	Disease	Osteoarthritis	STR/ORT mice	Microarray	FALSE	Affy-ST
GSE99306_13	0.0515598865667898	1.09134578310309	GSE99306	13	X13del_UHZvsWT_UHZ	Chondrocytes subpopulations of 13del Chop-/- mouse model of MCDS	NA	Mouse	Cartilage	Gene perturbation	Col10a1 Chop	Knockin Knockout	Microarray	FALSE	Affy
GSE114079_3	0.0513531024252024	1.08733417438622	GSE114079	3	SMAD3KO_E13.5vsWT_E13.5	Smad4-/- forelimbs at E11.5-E14.5	29735531	Mouse	Embryo	Gene perturbation	Smad4	Knockout	RNASeq	TRUE	RNASeq
GSE69531_3	0.0511386175605643	1.08317317177736	GSE69531	3	ECM-PelletvsPlastic-Pellet	in vitro chondrogenesis of human synovial stem cells on plastic and ECM	25861949	Human	Synovium	Culture Development	Plastic and ECM		Microarray	TRUE	Affy-ST
E-GEOD-12860_7	0.0511271394002593	1.08295049566893	E-GEOD-12860	7	Chondrocytes stimulated with sodium aurothiomalate (tauredon) treated RASFvsNDSF stimulated chondrocytes	Human chondrocytes antirheumatic drug response	19192274	Human	Cartilage	Exogenous	Antirheumatic drugs		Microarray	TRUE	Affy
E-GEOD-1919_7	0.0510403774764996	1.08126731587103	E-GEOD-1919	7	osteoarthritis.non-steroidal anti-inflammatory drugsvsnormal.none	Human osteoarthritis or rheumatoid arthritis synovium treated with drug regimes	20858714	Human	Synovium	Disease	RA and Osteoarthritis		Microarray	TRUE	Affy
E-MTAB-1123_3	0.0509262916591804	1.07905405301772	E-MTAB-1123	3	mOL-AR knockout.12vswild type.12	Mineralizing-osteoblast specific androgen receptor knockout	22525354	Mouse	Bone	Gene perturbation	AR	Knockout	Microarray	FALSE	Affy
GSE22971_2	0.0495039310807744	1.05146028276504	GSE22971	2	MMP-8 KO arthritic mousevsMMP-8 wild type arthritic mouse	MMP-8 wild type and KO mice with or without arthritis	21190566	Mouse	Joint	Disease Gene perturbation	RA MMP8	Knockout	Microarray	FALSE	Affy
GSE84907_1	0.0494922193513645	1.05123307542008	GSE84907	1	pH7.8vspH7.4	Osteoblast-like MC3T3 cell line viability at alkaline pH 	28955732	Mouse	Cell line	Culture	pH		Microarray	FALSE	Affy-ST
GSE13837_2	0.0490609642157621	1.04286673335974	GSE13837	2	TGF stimulated synovial fibroblasts (2h).rheumatoid arthritisvsTGF stimulated synovial fibroblasts (0h).rheumatoid arthritis	TGFb or TNFa treated synovium from rheumatoid arthritis or osteoarthritis	19622164	Human	Synovium	Disease	Osteoarthritis  Rheumatoid arthritis	TNF and TGFB	Microarray	FALSE	Affy
